PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,11,EATOUT,32435
ALL,11,ESCORT,261366
ALL,11,HOME,3885530
ALL,11,OTHER DISCRETIONARY,91435
ALL,11,OTHER MAINTENANCE,157428
ALL,11,SCHOOL,910710
ALL,11,SHOPPING,87568
ALL,11,SOCIAL,33327
ALL,11,UNIVERSITY,40522
ALL,11,WORK,1248701
ALL,11,WORK SUB-TOUR,11844
ALL,12,EATOUT,32713
ALL,12,ESCORT,191741
ALL,12,HOME,3440618
ALL,12,OTHER DISCRETIONARY,113193
ALL,12,OTHER MAINTENANCE,177006
ALL,12,SCHOOL,962849
ALL,12,SHOPPING,100891
ALL,12,SOCIAL,36636
ALL,12,UNIVERSITY,48184
ALL,12,WORK,1387897
ALL,12,WORK SUB-TOUR,16303
ALL,13,EATOUT,35852
ALL,13,ESCORT,135459
ALL,13,HOME,3186494
ALL,13,OTHER DISCRETIONARY,139765
ALL,13,OTHER MAINTENANCE,200983
ALL,13,SCHOOL,987445
ALL,13,SHOPPING,127733
ALL,13,SOCIAL,46831
ALL,13,UNIVERSITY,55975
ALL,13,WORK,1483979
ALL,13,WORK SUB-TOUR,22319
ALL,14,EATOUT,38524
ALL,14,ESCORT,108192
ALL,14,HOME,2986593
ALL,14,OTHER DISCRETIONARY,158332
ALL,14,OTHER MAINTENANCE,219757
ALL,14,SCHOOL,1000244
ALL,14,SHOPPING,151263
ALL,14,SOCIAL,54742
ALL,14,UNIVERSITY,61163
ALL,14,WORK,1539361
ALL,14,WORK SUB-TOUR,30829
ALL,15,EATOUT,40912
ALL,15,ESCORT,97629
ALL,15,HOME,2863876
ALL,15,OTHER DISCRETIONARY,169040
ALL,15,OTHER MAINTENANCE,252193
ALL,15,SCHOOL,1007308
ALL,15,SHOPPING,188626
ALL,15,SOCIAL,62257
ALL,15,UNIVERSITY,65485
ALL,15,WORK,1576358
ALL,15,WORK SUB-TOUR,44592
ALL,16,EATOUT,42460
ALL,16,ESCORT,92479
ALL,16,HOME,2746248
ALL,16,OTHER DISCRETIONARY,168491
ALL,16,OTHER MAINTENANCE,263447
ALL,16,SCHOOL,1010619
ALL,16,SHOPPING,214216
ALL,16,SOCIAL,67857
ALL,16,UNIVERSITY,69110
ALL,16,WORK,1600704
ALL,16,WORK SUB-TOUR,67389
ALL,17,EATOUT,50913
ALL,17,ESCORT,92320
ALL,17,HOME,2688265
ALL,17,OTHER DISCRETIONARY,164500
ALL,17,OTHER MAINTENANCE,270065
ALL,17,SCHOOL,1011349
ALL,17,SHOPPING,230214
ALL,17,SOCIAL,73312
ALL,17,UNIVERSITY,72102
ALL,17,WORK,1618084
ALL,17,WORK SUB-TOUR,118818
ALL,18,EATOUT,67787
ALL,18,ESCORT,95044
ALL,18,HOME,2645705
ALL,18,OTHER DISCRETIONARY,158808
ALL,18,OTHER MAINTENANCE,272640
ALL,18,SCHOOL,1009306
ALL,18,SHOPPING,240740
ALL,18,SOCIAL,78935
ALL,18,UNIVERSITY,74594
ALL,18,WORK,1623128
ALL,18,WORK SUB-TOUR,239004
ALL,19,EATOUT,81982
ALL,19,ESCORT,98052
ALL,19,HOME,2624431
ALL,19,OTHER DISCRETIONARY,151977
ALL,19,OTHER MAINTENANCE,271860
ALL,19,SCHOOL,1004655
ALL,19,SHOPPING,245756
ALL,19,SOCIAL,82792
ALL,19,UNIVERSITY,76455
ALL,19,WORK,1562246
ALL,19,WORK SUB-TOUR,348153
ALL,20,EATOUT,92570
ALL,20,ESCORT,102102
ALL,20,HOME,2620225
ALL,20,OTHER DISCRETIONARY,144472
ALL,20,OTHER MAINTENANCE,269679
ALL,20,SCHOOL,998010
ALL,20,SHOPPING,245128
ALL,20,SOCIAL,86067
ALL,20,UNIVERSITY,77707
ALL,20,WORK,1550271
ALL,20,WORK SUB-TOUR,378704
ALL,21,EATOUT,91166
ALL,21,ESCORT,107966
ALL,21,HOME,2632630
ALL,21,OTHER DISCRETIONARY,138538
ALL,21,OTHER MAINTENANCE,272072
ALL,21,SCHOOL,988664
ALL,21,SHOPPING,236864
ALL,21,SOCIAL,88899
ALL,21,UNIVERSITY,78508
ALL,21,WORK,1593416
ALL,21,WORK SUB-TOUR,292993
ALL,22,EATOUT,81777
ALL,22,ESCORT,119423
ALL,22,HOME,2643159
ALL,22,OTHER DISCRETIONARY,134909
ALL,22,OTHER MAINTENANCE,268623
ALL,22,SCHOOL,975923
ALL,22,SHOPPING,231892
ALL,22,SOCIAL,91590
ALL,22,UNIVERSITY,78512
ALL,22,WORK,1631145
ALL,22,WORK SUB-TOUR,192169
ALL,23,EATOUT,76747
ALL,23,ESCORT,156823
ALL,23,HOME,2664597
ALL,23,OTHER DISCRETIONARY,133927
ALL,23,OTHER MAINTENANCE,271402
ALL,23,SCHOOL,957688
ALL,23,SHOPPING,235608
ALL,23,SOCIAL,95713
ALL,23,UNIVERSITY,77630
ALL,23,WORK,1641607
ALL,23,WORK SUB-TOUR,130238
ALL,24,EATOUT,72598
ALL,24,ESCORT,200393
ALL,24,HOME,2748774
ALL,24,OTHER DISCRETIONARY,136677
ALL,24,OTHER MAINTENANCE,267968
ALL,24,SCHOOL,926977
ALL,24,SHOPPING,242651
ALL,24,SOCIAL,100389
ALL,24,UNIVERSITY,75835
ALL,24,WORK,1626513
ALL,24,WORK SUB-TOUR,86514
ALL,25,EATOUT,73274
ALL,25,ESCORT,188021
ALL,25,HOME,2937610
ALL,25,OTHER DISCRETIONARY,139677
ALL,25,OTHER MAINTENANCE,257566
ALL,25,SCHOOL,773660
ALL,25,SHOPPING,246929
ALL,25,SOCIAL,103818
ALL,25,UNIVERSITY,73040
ALL,25,WORK,1596714
ALL,25,WORK SUB-TOUR,64503
ALL,26,EATOUT,77144
ALL,26,ESCORT,189786
ALL,26,HOME,3147410
ALL,26,OTHER DISCRETIONARY,148996
ALL,26,OTHER MAINTENANCE,255349
ALL,26,SCHOOL,654569
ALL,26,SHOPPING,246263
ALL,26,SOCIAL,108074
ALL,26,UNIVERSITY,69017
ALL,26,WORK,1545391
ALL,26,WORK SUB-TOUR,46796
ALL,27,EATOUT,81257
ALL,27,ESCORT,180311
ALL,27,HOME,3400731
ALL,27,OTHER DISCRETIONARY,159123
ALL,27,OTHER MAINTENANCE,247025
ALL,27,SCHOOL,494413
ALL,27,SHOPPING,242463
ALL,27,SOCIAL,110388
ALL,27,UNIVERSITY,61196
ALL,27,WORK,1470508
ALL,27,WORK SUB-TOUR,33168
ALL,28,EATOUT,84698
ALL,28,ESCORT,166441
ALL,28,HOME,3690552
ALL,28,OTHER DISCRETIONARY,167732
ALL,28,OTHER MAINTENANCE,233150
ALL,28,SCHOOL,338413
ALL,28,SHOPPING,230609
ALL,28,SOCIAL,108281
ALL,28,UNIVERSITY,55140
ALL,28,WORK,1358745
ALL,28,WORK SUB-TOUR,23302
ALL,29,EATOUT,91448
ALL,29,ESCORT,149242
ALL,29,HOME,3954716
ALL,29,OTHER DISCRETIONARY,215046
ALL,29,OTHER MAINTENANCE,219066
ALL,29,SCHOOL,232905
ALL,29,SHOPPING,223609
ALL,29,SOCIAL,113348
ALL,29,UNIVERSITY,51181
ALL,29,WORK,1212318
ALL,29,WORK SUB-TOUR,16232
ALL,30,EATOUT,102854
ALL,30,ESCORT,138678
ALL,30,HOME,4157844
ALL,30,OTHER DISCRETIONARY,268858
ALL,30,OTHER MAINTENANCE,210223
ALL,30,SCHOOL,185541
ALL,30,SHOPPING,229849
ALL,30,SOCIAL,116782
ALL,30,UNIVERSITY,46120
ALL,30,WORK,1013141
ALL,30,WORK SUB-TOUR,11338
ALL,31,EATOUT,118006
ALL,31,ESCORT,124945
ALL,31,HOME,4373038
ALL,31,OTHER DISCRETIONARY,324877
ALL,31,OTHER MAINTENANCE,190345
ALL,31,SCHOOL,148583
ALL,31,SHOPPING,219515
ALL,31,SOCIAL,123103
ALL,31,UNIVERSITY,40941
ALL,31,WORK,788713
ALL,31,WORK SUB-TOUR,8089
ALL,32,EATOUT,131512
ALL,32,ESCORT,110688
ALL,32,HOME,4557919
ALL,32,OTHER DISCRETIONARY,372934
ALL,32,OTHER MAINTENANCE,184336
ALL,32,SCHOOL,111838
ALL,32,SHOPPING,200810
ALL,32,SOCIAL,127433
ALL,32,UNIVERSITY,35712
ALL,32,WORK,591253
ALL,32,WORK SUB-TOUR,6203
ALL,33,EATOUT,142777
ALL,33,ESCORT,107094
ALL,33,HOME,4663320
ALL,33,OTHER DISCRETIONARY,385671
ALL,33,OTHER MAINTENANCE,170066
ALL,33,SCHOOL,82466
ALL,33,SHOPPING,190542
ALL,33,SOCIAL,131612
ALL,33,UNIVERSITY,33279
ALL,33,WORK,435364
ALL,33,WORK SUB-TOUR,5046
ALL,34,EATOUT,141371
ALL,34,ESCORT,97130
ALL,34,HOME,4794297
ALL,34,OTHER DISCRETIONARY,360423
ALL,34,OTHER MAINTENANCE,145396
ALL,34,SCHOOL,59804
ALL,34,SHOPPING,168124
ALL,34,SOCIAL,125559
ALL,34,UNIVERSITY,30217
ALL,34,WORK,328294
ALL,34,WORK SUB-TOUR,4513
ALL,35,EATOUT,127732
ALL,35,ESCORT,83139
ALL,35,HOME,4955148
ALL,35,OTHER DISCRETIONARY,307447
ALL,35,OTHER MAINTENANCE,123740
ALL,35,SCHOOL,42965
ALL,35,SHOPPING,144981
ALL,35,SOCIAL,115258
ALL,35,UNIVERSITY,26656
ALL,35,WORK,251151
ALL,35,WORK SUB-TOUR,4385
ALL,36,EATOUT,99422
ALL,36,ESCORT,67916
ALL,36,HOME,5143706
ALL,36,OTHER DISCRETIONARY,235474
ALL,36,OTHER MAINTENANCE,99937
ALL,36,SCHOOL,30928
ALL,36,SHOPPING,118555
ALL,36,SOCIAL,101925
ALL,36,UNIVERSITY,21303
ALL,36,WORK,197983
ALL,36,WORK SUB-TOUR,4050
ALL,37,EATOUT,76532
ALL,37,ESCORT,52035
ALL,37,HOME,5332104
ALL,37,OTHER DISCRETIONARY,160340
ALL,37,OTHER MAINTENANCE,72148
ALL,37,SCHOOL,22618
ALL,37,SHOPPING,85470
ALL,37,SOCIAL,90055
ALL,37,UNIVERSITY,18118
ALL,37,WORK,156462
ALL,37,WORK SUB-TOUR,3646
ALL,38,EATOUT,58472
ALL,38,ESCORT,40891
ALL,38,HOME,5486546
ALL,38,OTHER DISCRETIONARY,108231
ALL,38,OTHER MAINTENANCE,55401
ALL,38,SCHOOL,17367
ALL,38,SHOPPING,56032
ALL,38,SOCIAL,78054
ALL,38,UNIVERSITY,15434
ALL,38,WORK,122200
ALL,38,WORK SUB-TOUR,3106
ALL,39,EATOUT,42127
ALL,39,ESCORT,31546
ALL,39,HOME,5603722
ALL,39,OTHER DISCRETIONARY,71571
ALL,39,OTHER MAINTENANCE,40403
ALL,39,SCHOOL,13889
ALL,39,SHOPPING,41393
ALL,39,SOCIAL,60143
ALL,39,UNIVERSITY,12117
ALL,39,WORK,94866
ALL,39,WORK SUB-TOUR,2508
ALL,40,EATOUT,28322
ALL,40,ESCORT,23820
ALL,40,HOME,5707760
ALL,40,OTHER DISCRETIONARY,41637
ALL,40,OTHER MAINTENANCE,30712
ALL,40,SCHOOL,11664
ALL,40,SHOPPING,27655
ALL,40,SOCIAL,42080
ALL,40,UNIVERSITY,8697
ALL,40,WORK,71312
ALL,40,WORK SUB-TOUR,1873
ALL,41,EATOUT,17307
ALL,41,ESCORT,18502
ALL,41,HOME,5779097
ALL,41,OTHER DISCRETIONARY,26650
ALL,41,OTHER MAINTENANCE,23050
ALL,41,SCHOOL,9994
ALL,41,SHOPPING,18643
ALL,41,SOCIAL,31076
ALL,41,UNIVERSITY,6611
ALL,41,WORK,51196
ALL,41,WORK SUB-TOUR,1399
ALL,42,EATOUT,13199
ALL,42,ESCORT,15053
ALL,42,HOME,5828259
ALL,42,OTHER DISCRETIONARY,15924
ALL,42,OTHER MAINTENANCE,18694
ALL,42,SCHOOL,8767
ALL,42,SHOPPING,13382
ALL,42,SOCIAL,21688
ALL,42,UNIVERSITY,4346
ALL,42,WORK,35779
ALL,42,WORK SUB-TOUR,1007
ALL,43,EATOUT,9586
ALL,43,ESCORT,12727
ALL,43,HOME,5866427
ALL,43,OTHER DISCRETIONARY,9257
ALL,43,OTHER MAINTENANCE,14182
ALL,43,SCHOOL,7879
ALL,43,SHOPPING,10468
ALL,43,SOCIAL,15071
ALL,43,UNIVERSITY,2292
ALL,43,WORK,22584
ALL,43,WORK SUB-TOUR,658
ALL,44,EATOUT,6789
ALL,44,ESCORT,11426
ALL,44,HOME,5888698
ALL,44,OTHER DISCRETIONARY,6253
ALL,44,OTHER MAINTENANCE,10851
ALL,44,SCHOOL,7106
ALL,44,SHOPPING,8913
ALL,44,SOCIAL,10751
ALL,44,UNIVERSITY,1143
ALL,44,WORK,15315
ALL,44,WORK SUB-TOUR,417
ALL,45,EATOUT,4499
ALL,45,ESCORT,10346
ALL,45,HOME,5907161
ALL,45,OTHER DISCRETIONARY,3487
ALL,45,OTHER MAINTENANCE,8890
ALL,45,SCHOOL,6151
ALL,45,SHOPPING,6771
ALL,45,SOCIAL,7657
ALL,45,UNIVERSITY,778
ALL,45,WORK,9617
ALL,45,WORK SUB-TOUR,277
ALL,46,EATOUT,3666
ALL,46,ESCORT,9141
ALL,46,HOME,5920034
ALL,46,OTHER DISCRETIONARY,2086
ALL,46,OTHER MAINTENANCE,6754
ALL,46,SCHOOL,5022
ALL,46,SHOPPING,5184
ALL,46,SOCIAL,4340
ALL,46,UNIVERSITY,474
ALL,46,WORK,6435
ALL,46,WORK SUB-TOUR,180
ALL,47,EATOUT,2810
ALL,47,ESCORT,7056
ALL,47,HOME,5930617
ALL,47,OTHER DISCRETIONARY,1062
ALL,47,OTHER MAINTENANCE,4507
ALL,47,SCHOOL,3649
ALL,47,SHOPPING,3198
ALL,47,SOCIAL,3063
ALL,47,UNIVERSITY,38
ALL,47,WORK,4767
ALL,47,WORK SUB-TOUR,88
ALL,48,EATOUT,1720
ALL,48,ESCORT,3820
ALL,48,HOME,5940814
ALL,48,OTHER DISCRETIONARY,731
ALL,48,OTHER MAINTENANCE,2287
ALL,48,SCHOOL,1965
ALL,48,SHOPPING,1653
ALL,48,SOCIAL,1902
ALL,48,UNIVERSITY,29
ALL,48,WORK,2565
ALL,48,WORK SUB-TOUR,102
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,12
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,98
CHILD TOO YOUNG FOR SCHOOL,1,HOME,461898
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,115
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,246
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,105
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,111
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,58
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,20
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,163
CHILD TOO YOUNG FOR SCHOOL,2,HOME,461246
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,197
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,517
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,171
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,208
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,132
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,28
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,201
CHILD TOO YOUNG FOR SCHOOL,3,HOME,460812
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,317
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,708
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,209
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,252
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,204
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,307
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,326
CHILD TOO YOUNG FOR SCHOOL,4,HOME,460555
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,604
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,995
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,243
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,310
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,336
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,565
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,547
CHILD TOO YOUNG FOR SCHOOL,5,HOME,459974
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1645
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1526
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,269
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,386
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,496
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,754
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1058
CHILD TOO YOUNG FOR SCHOOL,6,HOME,458512
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2497
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2194
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,279
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,498
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,689
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,772
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2357
CHILD TOO YOUNG FOR SCHOOL,7,HOME,457775
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3224
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3337
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4319
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,804
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,914
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,830
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5891
CHILD TOO YOUNG FOR SCHOOL,8,HOME,453752
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3663
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4692
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,22828
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1512
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1352
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,937
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,15937
CHILD TOO YOUNG FOR SCHOOL,9,HOME,435411
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4197
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,6848
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,73316
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3168
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2743
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1101
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,27422
CHILD TOO YOUNG FOR SCHOOL,10,HOME,377926
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5139
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,8442
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,133600
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4922
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4076
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1138
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,24443
CHILD TOO YOUNG FOR SCHOOL,11,HOME,308002
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,6390
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,8458
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,163918
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4960
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4541
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,950
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,16762
CHILD TOO YOUNG FOR SCHOOL,12,HOME,274827
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,8111
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,8239
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,172531
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4544
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4428
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,948
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,11952
CHILD TOO YOUNG FOR SCHOOL,13,HOME,263663
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,10368
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,8963
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,176437
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4776
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5092
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,948
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,10276
CHILD TOO YOUNG FOR SCHOOL,14,HOME,255868
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,12076
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,9940
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,178477
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5465
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5679
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,962
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,9797
CHILD TOO YOUNG FOR SCHOOL,15,HOME,250921
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,13140
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,11698
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,179502
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6895
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6188
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,973
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,9452
CHILD TOO YOUNG FOR SCHOOL,16,HOME,246258
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,13263
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,12417
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,180036
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,7823
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6578
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1386
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,9587
CHILD TOO YOUNG FOR SCHOOL,17,HOME,244439
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,13208
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,12834
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,180211
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,8463
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7026
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2060
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,9867
CHILD TOO YOUNG FOR SCHOOL,18,HOME,243185
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,12751
