PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,16,OTHER MAINTENANCE,318987
ALL,16,SCHOOL,1036949
ALL,16,SHOPPING,265053
ALL,16,SOCIAL,78617
ALL,16,UNIVERSITY,70264
ALL,16,WORK,1820251
ALL,16,WORK SUB-TOUR,77387
ALL,17,EATOUT,59945
ALL,17,ESCORT,103452
ALL,17,HOME,3219487
ALL,17,OTHER DISCRETIONARY,195764
ALL,17,OTHER MAINTENANCE,327488
ALL,17,SCHOOL,1037661
ALL,17,SHOPPING,284787
ALL,17,SOCIAL,85151
ALL,17,UNIVERSITY,73304
ALL,17,WORK,1840184
ALL,17,WORK SUB-TOUR,135947
ALL,18,EATOUT,79896
ALL,18,ESCORT,106809
ALL,18,HOME,3170528
ALL,18,OTHER DISCRETIONARY,188488
ALL,18,OTHER MAINTENANCE,330915
ALL,18,SCHOOL,1035554
ALL,18,SHOPPING,297563
ALL,18,SOCIAL,91870
ALL,18,UNIVERSITY,75771
ALL,18,WORK,1844815
ALL,18,WORK SUB-TOUR,274415
ALL,19,EATOUT,97242
ALL,19,ESCORT,109803
ALL,19,HOME,3145594
ALL,19,OTHER DISCRETIONARY,179259
ALL,19,OTHER MAINTENANCE,330148
ALL,19,SCHOOL,1030830
ALL,19,SHOPPING,304401
ALL,19,SOCIAL,96226
ALL,19,UNIVERSITY,77769
ALL,19,WORK,1775058
ALL,19,WORK SUB-TOUR,399537
ALL,20,EATOUT,109325
ALL,20,ESCORT,114566
ALL,20,HOME,3140724
ALL,20,OTHER DISCRETIONARY,169856
ALL,20,OTHER MAINTENANCE,326506
ALL,20,SCHOOL,1024190
ALL,20,SHOPPING,303169
ALL,20,SOCIAL,99620
ALL,20,UNIVERSITY,79154
ALL,20,WORK,1761521
ALL,20,WORK SUB-TOUR,432689
ALL,21,EATOUT,107903
ALL,21,ESCORT,121263
ALL,21,HOME,3154850
ALL,21,OTHER DISCRETIONARY,161827
ALL,21,OTHER MAINTENANCE,328173
ALL,21,SCHOOL,1015103
ALL,21,SHOPPING,292666
ALL,21,SOCIAL,102330
ALL,21,UNIVERSITY,79924
ALL,21,WORK,1812399
ALL,21,WORK SUB-TOUR,334671
ALL,22,EATOUT,97248
ALL,22,ESCORT,132997
ALL,22,HOME,3166143
ALL,22,OTHER DISCRETIONARY,157312
ALL,22,OTHER MAINTENANCE,324544
ALL,22,SCHOOL,1002142
ALL,22,SHOPPING,286353
ALL,22,SOCIAL,105234
ALL,22,UNIVERSITY,80005
ALL,22,WORK,1854731
ALL,22,WORK SUB-TOUR,219988
ALL,23,EATOUT,90895
ALL,23,ESCORT,173122
ALL,23,HOME,3189758
ALL,23,OTHER DISCRETIONARY,155665
ALL,23,OTHER MAINTENANCE,325590
ALL,23,SCHOOL,983579
ALL,23,SHOPPING,289558
ALL,23,SOCIAL,109853
ALL,23,UNIVERSITY,79075
ALL,23,WORK,1866348
ALL,23,WORK SUB-TOUR,149599
ALL,24,EATOUT,85230
ALL,24,ESCORT,219948
ALL,24,HOME,3278696
ALL,24,OTHER DISCRETIONARY,158513
ALL,24,OTHER MAINTENANCE,318606
ALL,24,SCHOOL,952191
ALL,24,SHOPPING,297914
ALL,24,SOCIAL,115157
ALL,24,UNIVERSITY,77444
ALL,24,WORK,1850074
ALL,24,WORK SUB-TOUR,99628
ALL,25,EATOUT,85354
ALL,25,ESCORT,206815
ALL,25,HOME,3478979
ALL,25,OTHER DISCRETIONARY,161927
ALL,25,OTHER MAINTENANCE,303546
ALL,25,SCHOOL,796737
ALL,25,SHOPPING,302756
ALL,25,SOCIAL,118542
ALL,25,UNIVERSITY,74565
ALL,25,WORK,1815568
ALL,25,WORK SUB-TOUR,74194
ALL,26,EATOUT,89044
ALL,26,ESCORT,207718
ALL,26,HOME,3706236
ALL,26,OTHER DISCRETIONARY,171658
ALL,26,OTHER MAINTENANCE,298348
ALL,26,SCHOOL,674891
ALL,26,SHOPPING,298263
ALL,26,SOCIAL,123003
ALL,26,UNIVERSITY,70471
ALL,26,WORK,1756877
ALL,26,WORK SUB-TOUR,54087
ALL,27,EATOUT,93936
ALL,27,ESCORT,197782
ALL,27,HOME,3981658
ALL,27,OTHER DISCRETIONARY,183460
ALL,27,OTHER MAINTENANCE,287244
ALL,27,SCHOOL,510511
ALL,27,SHOPPING,290552
ALL,27,SOCIAL,125764
ALL,27,UNIVERSITY,62479
ALL,27,WORK,1673210
ALL,27,WORK SUB-TOUR,38271
ALL,28,EATOUT,97805
ALL,28,ESCORT,182590
ALL,28,HOME,4299099
ALL,28,OTHER DISCRETIONARY,192051
ALL,28,OTHER MAINTENANCE,268229
ALL,28,SCHOOL,350006
ALL,28,SHOPPING,272302
ALL,28,SOCIAL,123830
ALL,28,UNIVERSITY,56292
ALL,28,WORK,1546623
ALL,28,WORK SUB-TOUR,26744
ALL,29,EATOUT,105816
ALL,29,ESCORT,165001
ALL,29,HOME,4593337
ALL,29,OTHER DISCRETIONARY,244502
ALL,29,OTHER MAINTENANCE,250969
ALL,29,SCHOOL,241295
ALL,29,SHOPPING,263041
ALL,29,SOCIAL,129461
ALL,29,UNIVERSITY,52484
ALL,29,WORK,1379586
ALL,29,WORK SUB-TOUR,18459
ALL,30,EATOUT,118200
ALL,30,ESCORT,153103
ALL,30,HOME,4821544
ALL,30,OTHER DISCRETIONARY,303363
ALL,30,OTHER MAINTENANCE,238966
ALL,30,SCHOOL,192607
ALL,30,SHOPPING,269598
ALL,30,SOCIAL,133156
ALL,30,UNIVERSITY,47310
ALL,30,WORK,1153432
ALL,30,WORK SUB-TOUR,12682
ALL,31,EATOUT,135255
ALL,31,ESCORT,138578
ALL,31,HOME,5066831
ALL,31,OTHER DISCRETIONARY,365271
ALL,31,OTHER MAINTENANCE,214146
ALL,31,SCHOOL,154484
ALL,31,SHOPPING,255276
ALL,31,SOCIAL,140043
ALL,31,UNIVERSITY,42000
ALL,31,WORK,898935
ALL,31,WORK SUB-TOUR,9171
ALL,32,EATOUT,150343
ALL,32,ESCORT,123009
ALL,32,HOME,5275863
ALL,32,OTHER DISCRETIONARY,415835
ALL,32,OTHER MAINTENANCE,204397
ALL,32,SCHOOL,116482
ALL,32,SHOPPING,232312
ALL,32,SOCIAL,144911
ALL,32,UNIVERSITY,36818
ALL,32,WORK,674475
ALL,32,WORK SUB-TOUR,7032
ALL,33,EATOUT,163634
ALL,33,ESCORT,117735
ALL,33,HOME,5398350
ALL,33,OTHER DISCRETIONARY,429844
ALL,33,OTHER MAINTENANCE,189268
ALL,33,SCHOOL,86167
ALL,33,SHOPPING,220388
ALL,33,SOCIAL,149758
ALL,33,UNIVERSITY,34406
ALL,33,WORK,496767
ALL,33,WORK SUB-TOUR,5830
ALL,34,EATOUT,162328
ALL,34,ESCORT,105842
ALL,34,HOME,5547744
ALL,34,OTHER DISCRETIONARY,400118
ALL,34,OTHER MAINTENANCE,161318
ALL,34,SCHOOL,62496
ALL,34,SHOPPING,192089
ALL,34,SOCIAL,141886
ALL,34,UNIVERSITY,31394
ALL,34,WORK,374616
ALL,34,WORK SUB-TOUR,5251
ALL,35,EATOUT,146164
ALL,35,ESCORT,89409
ALL,35,HOME,5732205
ALL,35,OTHER DISCRETIONARY,338929
ALL,35,OTHER MAINTENANCE,136874
ALL,35,SCHOOL,44835
ALL,35,SHOPPING,165579
ALL,35,SOCIAL,130462
ALL,35,UNIVERSITY,27773
ALL,35,WORK,287095
ALL,35,WORK SUB-TOUR,4986
ALL,36,EATOUT,113766
ALL,36,ESCORT,73172
ALL,36,HOME,5944493
ALL,36,OTHER DISCRETIONARY,260180
ALL,36,OTHER MAINTENANCE,110587
ALL,36,SCHOOL,32317
ALL,36,SHOPPING,135229
ALL,36,SOCIAL,114873
ALL,36,UNIVERSITY,22148
ALL,36,WORK,226105
ALL,36,WORK SUB-TOUR,4585
ALL,37,EATOUT,87466
ALL,37,ESCORT,57074
ALL,37,HOME,6153575
ALL,37,OTHER DISCRETIONARY,177026
ALL,37,OTHER MAINTENANCE,80062
ALL,37,SCHOOL,23772
ALL,37,SHOPPING,96949
ALL,37,SOCIAL,101907
ALL,37,UNIVERSITY,19055
ALL,37,WORK,179209
ALL,37,WORK SUB-TOUR,4027
ALL,38,EATOUT,67239
ALL,38,ESCORT,44555
ALL,38,HOME,6326496
ALL,38,OTHER DISCRETIONARY,119567
ALL,38,OTHER MAINTENANCE,61430
ALL,38,SCHOOL,18097
ALL,38,SHOPPING,63969
ALL,38,SOCIAL,87792
ALL,38,UNIVERSITY,16194
ALL,38,WORK,139795
ALL,38,WORK SUB-TOUR,3464
ALL,39,EATOUT,48096
ALL,39,ESCORT,34369
ALL,39,HOME,6458561
ALL,39,OTHER DISCRETIONARY,79035
ALL,39,OTHER MAINTENANCE,44470
ALL,39,SCHOOL,14447
ALL,39,SHOPPING,46967
ALL,39,SOCIAL,67342
ALL,39,UNIVERSITY,12635
ALL,39,WORK,108652
ALL,39,WORK SUB-TOUR,2755
ALL,40,EATOUT,32260
ALL,40,ESCORT,26538
ALL,40,HOME,6574456
ALL,40,OTHER DISCRETIONARY,45971
ALL,40,OTHER MAINTENANCE,33768
ALL,40,SCHOOL,12096
ALL,40,SHOPPING,31340
ALL,40,SOCIAL,47408
ALL,40,UNIVERSITY,9030
ALL,40,WORK,81762
ALL,40,WORK SUB-TOUR,2137
ALL,41,EATOUT,19881
ALL,41,ESCORT,20601
ALL,41,HOME,6654380
ALL,41,OTHER DISCRETIONARY,29597
ALL,41,OTHER MAINTENANCE,25101
ALL,41,SCHOOL,10452
ALL,41,SHOPPING,21158
ALL,41,SOCIAL,34923
ALL,41,UNIVERSITY,6935
ALL,41,WORK,58909
ALL,41,WORK SUB-TOUR,1590
ALL,42,EATOUT,15439
ALL,42,ESCORT,16865
ALL,42,HOME,6709066
ALL,42,OTHER DISCRETIONARY,17698
ALL,42,OTHER MAINTENANCE,20333
ALL,42,SCHOOL,9130
ALL,42,SHOPPING,15214
ALL,42,SOCIAL,24430
ALL,42,UNIVERSITY,4485
ALL,42,WORK,40983
ALL,42,WORK SUB-TOUR,1082
ALL,43,EATOUT,11216
ALL,43,ESCORT,14045
ALL,43,HOME,6752566
ALL,43,OTHER DISCRETIONARY,10053
ALL,43,OTHER MAINTENANCE,15524
ALL,43,SCHOOL,8129
ALL,43,SHOPPING,11889
ALL,43,SOCIAL,17038
ALL,43,UNIVERSITY,2346
ALL,43,WORK,25651
ALL,43,WORK SUB-TOUR,768
ALL,44,EATOUT,7781
ALL,44,ESCORT,12818
ALL,44,HOME,6777704
ALL,44,OTHER DISCRETIONARY,6726
ALL,44,OTHER MAINTENANCE,11689
ALL,44,SCHOOL,7347
ALL,44,SHOPPING,10276
ALL,44,SOCIAL,12158
ALL,44,UNIVERSITY,1228
ALL,44,WORK,17428
ALL,44,WORK SUB-TOUR,515
ALL,45,EATOUT,4959
ALL,45,ESCORT,11495
ALL,45,HOME,6798674
ALL,45,OTHER DISCRETIONARY,3641
ALL,45,OTHER MAINTENANCE,9388
ALL,45,SCHOOL,6329
ALL,45,SHOPPING,7542
ALL,45,SOCIAL,8677
ALL,45,UNIVERSITY,866
ALL,45,WORK,10827
ALL,45,WORK SUB-TOUR,353
ALL,46,EATOUT,4101
ALL,46,ESCORT,9949
ALL,46,HOME,6812804
ALL,46,OTHER DISCRETIONARY,2183
ALL,46,OTHER MAINTENANCE,7231
ALL,46,SCHOOL,5126
ALL,46,SHOPPING,5911
ALL,46,SOCIAL,5046
ALL,46,UNIVERSITY,541
ALL,46,WORK,7406
ALL,46,WORK SUB-TOUR,226
ALL,47,EATOUT,3265
ALL,47,ESCORT,7763
ALL,47,HOME,6824054
ALL,47,OTHER DISCRETIONARY,1120
ALL,47,OTHER MAINTENANCE,4861
ALL,47,SCHOOL,3717
ALL,47,SHOPPING,3652
ALL,47,SOCIAL,3618
ALL,47,UNIVERSITY,60
ALL,47,WORK,5567
ALL,47,WORK SUB-TOUR,94
ALL,48,EATOUT,1976
ALL,48,ESCORT,4183
ALL,48,HOME,6835418
ALL,48,OTHER DISCRETIONARY,784
ALL,48,OTHER MAINTENANCE,2585
ALL,48,SCHOOL,2024
ALL,48,SHOPPING,1925
ALL,48,SOCIAL,2160
ALL,48,UNIVERSITY,33
ALL,48,WORK,3007
ALL,48,WORK SUB-TOUR,117
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,15
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,109
CHILD TOO YOUNG FOR SCHOOL,1,HOME,477892
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,109
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,234
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,126
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,111
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,45
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,31
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,210
CHILD TOO YOUNG FOR SCHOOL,2,HOME,477253
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,202
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,499
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,204
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,219
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,108
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,34
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,260
CHILD TOO YOUNG FOR SCHOOL,3,HOME,476789
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,352
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,693
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,254
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,281
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,175
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,401
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,352
CHILD TOO YOUNG FOR SCHOOL,4,HOME,476486
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,659
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,955
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,295
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,345
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,324
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,697
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,599
CHILD TOO YOUNG FOR SCHOOL,5,HOME,475782
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1709
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1541
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,319
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,383
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,468
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,878
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1076
CHILD TOO YOUNG FOR SCHOOL,6,HOME,474383
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2635
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2369
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,329
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,501
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,655
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,880
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2327
CHILD TOO YOUNG FOR SCHOOL,7,HOME,473531
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3252
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3428
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4632
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,833
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,962
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,869
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5952
CHILD TOO YOUNG FOR SCHOOL,8,HOME,469414
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3713
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4753
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,24491
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1569
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1496
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1001
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,16469
CHILD TOO YOUNG FOR SCHOOL,9,HOME,449508
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4447
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,7079
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,77333
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3426
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2786
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1167
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,28287
CHILD TOO YOUNG FOR SCHOOL,10,HOME,389179
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5339
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,8751
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,140509
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5218
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4255
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1181
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,24849
CHILD TOO YOUNG FOR SCHOOL,11,HOME,315896
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,6854
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,8945
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,171757
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5271
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4750
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1001
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,17166
CHILD TOO YOUNG FOR SCHOOL,12,HOME,281927
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,8524
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,8474
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,180705
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4755
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4595
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,902
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,12354
CHILD TOO YOUNG FOR SCHOOL,13,HOME,270437
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,10819
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,9151
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,184850
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4898
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5241
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,898
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,10493
CHILD TOO YOUNG FOR SCHOOL,14,HOME,262643
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,12544
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,10300
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,187018
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5469
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5864
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,954
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,9992
CHILD TOO YOUNG FOR SCHOOL,15,HOME,257411
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,13648
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,12134
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,188176
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7006
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6448
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,964
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,9804
CHILD TOO YOUNG FOR SCHOOL,16,HOME,252252
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,13790
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,12930
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,188721
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,8079
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6959
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1371
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,9882
CHILD TOO YOUNG FOR SCHOOL,17,HOME,250217
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,13623
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,13453
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,188880
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,8638
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7422
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2110
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,10181
CHILD TOO YOUNG FOR SCHOOL,18,HOME,249017
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,13215
