PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,37,HOME,6512416
ALL,37,OTHER DISCRETIONARY,185607
ALL,37,OTHER MAINTENANCE,85488
ALL,37,SCHOOL,24775
ALL,37,SHOPPING,101678
ALL,37,SOCIAL,107675
ALL,37,UNIVERSITY,18880
ALL,37,WORK,184030
ALL,37,WORK SUB-TOUR,4249
ALL,38,EATOUT,69182
ALL,38,ESCORT,46818
ALL,38,HOME,6694826
ALL,38,OTHER DISCRETIONARY,124894
ALL,38,OTHER MAINTENANCE,65421
ALL,38,SCHOOL,18984
ALL,38,SHOPPING,66929
ALL,38,SOCIAL,92777
ALL,38,UNIVERSITY,16165
ALL,38,WORK,143520
ALL,38,WORK SUB-TOUR,3628
ALL,39,EATOUT,49465
ALL,39,ESCORT,35868
ALL,39,HOME,6832430
ALL,39,OTHER DISCRETIONARY,81356
ALL,39,OTHER MAINTENANCE,47249
ALL,39,SCHOOL,15255
ALL,39,SHOPPING,49290
ALL,39,SOCIAL,71424
ALL,39,UNIVERSITY,12763
ALL,39,WORK,111395
ALL,39,WORK SUB-TOUR,2948
ALL,40,EATOUT,32955
ALL,40,ESCORT,27494
ALL,40,HOME,6954311
ALL,40,OTHER DISCRETIONARY,47484
ALL,40,OTHER MAINTENANCE,35440
ALL,40,SCHOOL,12633
ALL,40,SHOPPING,32392
ALL,40,SOCIAL,50153
ALL,40,UNIVERSITY,9042
ALL,40,WORK,83947
ALL,40,WORK SUB-TOUR,2337
ALL,41,EATOUT,20233
ALL,41,ESCORT,21583
ALL,41,HOME,7037825
ALL,41,OTHER DISCRETIONARY,30358
ALL,41,OTHER MAINTENANCE,26326
ALL,41,SCHOOL,10852
ALL,41,SHOPPING,21262
ALL,41,SOCIAL,36822
ALL,41,UNIVERSITY,6925
ALL,41,WORK,60388
ALL,41,WORK SUB-TOUR,1729
ALL,42,EATOUT,15682
ALL,42,ESCORT,17603
ALL,42,HOME,7094663
ALL,42,OTHER DISCRETIONARY,18158
ALL,42,OTHER MAINTENANCE,21323
ALL,42,SCHOOL,9525
ALL,42,SHOPPING,15358
ALL,42,SOCIAL,25640
ALL,42,UNIVERSITY,4459
ALL,42,WORK,42239
ALL,42,WORK SUB-TOUR,1173
ALL,43,EATOUT,11377
ALL,43,ESCORT,14638
ALL,43,HOME,7139456
ALL,43,OTHER DISCRETIONARY,10623
ALL,43,OTHER MAINTENANCE,16300
ALL,43,SCHOOL,8524
ALL,43,SHOPPING,12128
ALL,43,SOCIAL,17703
ALL,43,UNIVERSITY,2333
ALL,43,WORK,26430
ALL,43,WORK SUB-TOUR,792
ALL,44,EATOUT,7938
ALL,44,ESCORT,13279
ALL,44,HOME,7165261
ALL,44,OTHER DISCRETIONARY,7119
ALL,44,OTHER MAINTENANCE,12279
ALL,44,SCHOOL,7712
ALL,44,SHOPPING,10349
ALL,44,SOCIAL,12604
ALL,44,UNIVERSITY,1219
ALL,44,WORK,17969
ALL,44,WORK SUB-TOUR,519
ALL,45,EATOUT,5191
ALL,45,ESCORT,11832
ALL,45,HOME,7186896
ALL,45,OTHER DISCRETIONARY,4051
ALL,45,OTHER MAINTENANCE,9891
ALL,45,SCHOOL,6631
ALL,45,SHOPPING,7578
ALL,45,SOCIAL,8938
ALL,45,UNIVERSITY,865
ALL,45,WORK,11209
ALL,45,WORK SUB-TOUR,340
ALL,46,EATOUT,4222
ALL,46,ESCORT,10345
ALL,46,HOME,7201309
ALL,46,OTHER DISCRETIONARY,2447
ALL,46,OTHER MAINTENANCE,7798
ALL,46,SCHOOL,5384
ALL,46,SHOPPING,6081
ALL,46,SOCIAL,5171
ALL,46,UNIVERSITY,503
ALL,46,WORK,7627
ALL,46,WORK SUB-TOUR,223
ALL,47,EATOUT,3219
ALL,47,ESCORT,8216
ALL,47,HOME,7213412
ALL,47,OTHER DISCRETIONARY,1166
ALL,47,OTHER MAINTENANCE,5414
ALL,47,SCHOOL,3852
ALL,47,SHOPPING,3731
ALL,47,SOCIAL,3579
ALL,47,UNIVERSITY,52
ALL,47,WORK,5664
ALL,47,WORK SUB-TOUR,96
ALL,48,EATOUT,2028
ALL,48,ESCORT,4539
ALL,48,HOME,7224826
ALL,48,OTHER DISCRETIONARY,752
ALL,48,OTHER MAINTENANCE,2849
ALL,48,SCHOOL,2084
ALL,48,SHOPPING,2082
ALL,48,SOCIAL,2163
ALL,48,UNIVERSITY,32
ALL,48,WORK,3130
ALL,48,WORK SUB-TOUR,98
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,8
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,110
CHILD TOO YOUNG FOR SCHOOL,1,HOME,486551
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,109
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,256
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,131
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,89
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,50
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,15
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,183
CHILD TOO YOUNG FOR SCHOOL,2,HOME,485902
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,209
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,500
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,219
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,175
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,129
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,32
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,223
CHILD TOO YOUNG FOR SCHOOL,3,HOME,485443
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,373
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,727
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,275
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,232
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,212
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,386
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,349
CHILD TOO YOUNG FOR SCHOOL,4,HOME,485121
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,674
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,1078
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,298
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,314
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,355
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,653
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,614
CHILD TOO YOUNG FOR SCHOOL,5,HOME,484391
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1769
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1637
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,317
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,367
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,536
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,881
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1173
CHILD TOO YOUNG FOR SCHOOL,6,HOME,482884
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2712
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2364
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,332
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,441
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,761
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,865
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2411
CHILD TOO YOUNG FOR SCHOOL,7,HOME,482181
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3370
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3493
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4632
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,829
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,999
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,869
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5827
CHILD TOO YOUNG FOR SCHOOL,8,HOME,477907
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3825
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4814
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,24687
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1654
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1634
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1038
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,16666
CHILD TOO YOUNG FOR SCHOOL,9,HOME,457900
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4639
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,7093
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,78428
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3467
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,3044
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1263
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,28767
CHILD TOO YOUNG FOR SCHOOL,10,HOME,396473
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5610
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,8989
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,142379
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5455
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4470
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1218
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,25701
CHILD TOO YOUNG FOR SCHOOL,11,HOME,322088
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,7053
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,9273
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,174140
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5416
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4917
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1052
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,17699
CHILD TOO YOUNG FOR SCHOOL,12,HOME,287214
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,8848
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,8793
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,183117
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4763
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4782
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,989
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,12519
CHILD TOO YOUNG FOR SCHOOL,13,HOME,275939
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,11154
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,9533
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,187332
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4842
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5477
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,979
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,10578
CHILD TOO YOUNG FOR SCHOOL,14,HOME,267694
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,12965
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,10669
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,189450
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5487
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,6137
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,1031
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,10163
CHILD TOO YOUNG FOR SCHOOL,15,HOME,262290
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,14101
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,12723
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,190584
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7177
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6769
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,1058
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,9797
CHILD TOO YOUNG FOR SCHOOL,16,HOME,257085
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,14229
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,13539
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,191114
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,8275
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,7134
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1477
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,10225
CHILD TOO YOUNG FOR SCHOOL,17,HOME,255157
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,14068
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,14057
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,191239
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,8988
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7640
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2226
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,10493
CHILD TOO YOUNG FOR SCHOOL,18,HOME,253774
