PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,6,OTHER MAINTENANCE,31422
ALL,6,SCHOOL,3210
ALL,6,SHOPPING,10495
ALL,6,SOCIAL,6463
ALL,6,UNIVERSITY,3081
ALL,6,WORK,230881
ALL,6,WORK SUB-TOUR,3045
ALL,7,EATOUT,15358
ALL,7,ESCORT,42105
ALL,7,HOME,7445822
ALL,7,OTHER DISCRETIONARY,31951
ALL,7,OTHER MAINTENANCE,47276
ALL,7,SCHOOL,31995
ALL,7,SHOPPING,16237
ALL,7,SOCIAL,9224
ALL,7,UNIVERSITY,5690
ALL,7,WORK,410713
ALL,7,WORK SUB-TOUR,3869
ALL,8,EATOUT,18338
ALL,8,ESCORT,87333
ALL,8,HOME,7226095
ALL,8,OTHER DISCRETIONARY,41496
ALL,8,OTHER MAINTENANCE,70166
ALL,8,SCHOOL,158312
ALL,8,SHOPPING,26862
ALL,8,SOCIAL,13210
ALL,8,UNIVERSITY,11056
ALL,8,WORK,677252
ALL,8,WORK SUB-TOUR,5309
ALL,9,EATOUT,24571
ALL,9,ESCORT,198247
ALL,9,HOME,6815222
ALL,9,OTHER DISCRETIONARY,61206
ALL,9,OTHER MAINTENANCE,105588
ALL,9,SCHOOL,475305
ALL,9,SHOPPING,46866
ALL,9,SOCIAL,23565
ALL,9,UNIVERSITY,22733
ALL,9,WORK,1017181
ALL,9,WORK SUB-TOUR,7610
ALL,10,EATOUT,33969
ALL,10,ESCORT,325632
ALL,10,HOME,6053391
ALL,10,OTHER DISCRETIONARY,88939
ALL,10,OTHER MAINTENANCE,154359
ALL,10,SCHOOL,822929
ALL,10,SHOPPING,78337
ALL,10,SOCIAL,35247
ALL,10,UNIVERSITY,30735
ALL,10,WORK,1296363
ALL,10,WORK SUB-TOUR,10894
ALL,11,EATOUT,39968
ALL,11,ESCORT,310188
ALL,11,HOME,5271920
ALL,11,OTHER DISCRETIONARY,122254
ALL,11,OTHER MAINTENANCE,205424
ALL,11,SCHOOL,1011800
ALL,11,SHOPPING,114422
ALL,11,SOCIAL,43117
ALL,11,UNIVERSITY,43199
ALL,11,WORK,1526184
ALL,11,WORK SUB-TOUR,15308
ALL,12,EATOUT,41172
ALL,12,ESCORT,229367
ALL,12,HOME,4739575
ALL,12,OTHER DISCRETIONARY,153237
ALL,12,OTHER MAINTENANCE,237130
ALL,12,SCHOOL,1069887
ALL,12,SHOPPING,137363
ALL,12,SOCIAL,48117
ALL,12,UNIVERSITY,51460
ALL,12,WORK,1691472
ALL,12,WORK SUB-TOUR,20755
ALL,13,EATOUT,46183
ALL,13,ESCORT,164145
ALL,13,HOME,4426127
ALL,13,OTHER DISCRETIONARY,190754
ALL,13,OTHER MAINTENANCE,275272
ALL,13,SCHOOL,1097584
ALL,13,SHOPPING,180451
ALL,13,SOCIAL,61420
ALL,13,UNIVERSITY,59693
ALL,13,WORK,1805981
ALL,13,WORK SUB-TOUR,28025
ALL,14,EATOUT,49689
ALL,14,ESCORT,132119
ALL,14,HOME,4167711
ALL,14,OTHER DISCRETIONARY,217708
ALL,14,OTHER MAINTENANCE,307390
ALL,14,SCHOOL,1111825
ALL,14,SHOPPING,217765
ALL,14,SOCIAL,71935
ALL,14,UNIVERSITY,65158
ALL,14,WORK,1870931
ALL,14,WORK SUB-TOUR,38716
ALL,15,EATOUT,53861
ALL,15,ESCORT,120478
ALL,15,HOME,4006996
ALL,15,OTHER DISCRETIONARY,232407
ALL,15,OTHER MAINTENANCE,357703
ALL,15,SCHOOL,1119375
ALL,15,SHOPPING,274622
ALL,15,SOCIAL,81901
ALL,15,UNIVERSITY,69839
ALL,15,WORK,1913416
ALL,15,WORK SUB-TOUR,55710
ALL,16,EATOUT,56776
ALL,16,ESCORT,115541
ALL,16,HOME,3848447
ALL,16,OTHER DISCRETIONARY,231762
ALL,16,OTHER MAINTENANCE,375592
ALL,16,SCHOOL,1123017
ALL,16,SHOPPING,315994
ALL,16,SOCIAL,89791
ALL,16,UNIVERSITY,73687
ALL,16,WORK,1942439
ALL,16,WORK SUB-TOUR,83304
ALL,17,EATOUT,68871
ALL,17,ESCORT,114730
ALL,17,HOME,3771471
ALL,17,OTHER DISCRETIONARY,225981
ALL,17,OTHER MAINTENANCE,385695
ALL,17,SCHOOL,1123759
ALL,17,SHOPPING,339909
ALL,17,SOCIAL,97369
ALL,17,UNIVERSITY,76974
ALL,17,WORK,1963002
ALL,17,WORK SUB-TOUR,145830
ALL,18,EATOUT,91993
ALL,18,ESCORT,118614
ALL,18,HOME,3716164
ALL,18,OTHER DISCRETIONARY,217117
ALL,18,OTHER MAINTENANCE,389407
ALL,18,SCHOOL,1121507
ALL,18,SHOPPING,356433
ALL,18,SOCIAL,104585
ALL,18,UNIVERSITY,79826
ALL,18,WORK,1967889
ALL,18,WORK SUB-TOUR,293825
ALL,19,EATOUT,111092
ALL,19,ESCORT,122565
ALL,19,HOME,3688964
ALL,19,OTHER DISCRETIONARY,206706
ALL,19,OTHER MAINTENANCE,386837
ALL,19,SCHOOL,1116589
ALL,19,SHOPPING,361642
ALL,19,SOCIAL,109435
ALL,19,UNIVERSITY,81966
ALL,19,WORK,1892959
ALL,19,WORK SUB-TOUR,428162
ALL,20,EATOUT,125204
ALL,20,ESCORT,128344
ALL,20,HOME,3685259
ALL,20,OTHER DISCRETIONARY,195773
ALL,20,OTHER MAINTENANCE,382410
ALL,20,SCHOOL,1109555
ALL,20,SHOPPING,360045
ALL,20,SOCIAL,113196
ALL,20,UNIVERSITY,83362
ALL,20,WORK,1877863
ALL,20,WORK SUB-TOUR,464189
ALL,21,EATOUT,123153
ALL,21,ESCORT,134539
ALL,21,HOME,3702560
ALL,21,OTHER DISCRETIONARY,186879
ALL,21,OTHER MAINTENANCE,385414
ALL,21,SCHOOL,1099720
ALL,21,SHOPPING,347905
ALL,21,SOCIAL,116421
ALL,21,UNIVERSITY,84268
ALL,21,WORK,1930310
ALL,21,WORK SUB-TOUR,358508
ALL,22,EATOUT,110607
ALL,22,ESCORT,147631
ALL,22,HOME,3713793
ALL,22,OTHER DISCRETIONARY,181551
ALL,22,OTHER MAINTENANCE,380251
ALL,22,SCHOOL,1086081
ALL,22,SHOPPING,340685
ALL,22,SOCIAL,119664
ALL,22,UNIVERSITY,84526
ALL,22,WORK,1976605
ALL,22,WORK SUB-TOUR,236796
ALL,23,EATOUT,103607
ALL,23,ESCORT,192816
ALL,23,HOME,3739656
ALL,23,OTHER DISCRETIONARY,179131
ALL,23,OTHER MAINTENANCE,380631
ALL,23,SCHOOL,1066185
ALL,23,SHOPPING,343712
ALL,23,SOCIAL,125137
ALL,23,UNIVERSITY,83563
ALL,23,WORK,1988616
ALL,23,WORK SUB-TOUR,160449
ALL,24,EATOUT,96943
ALL,24,ESCORT,243186
ALL,24,HOME,3836488
ALL,24,OTHER DISCRETIONARY,181600
ALL,24,OTHER MAINTENANCE,371036
ALL,24,SCHOOL,1032443
ALL,24,SHOPPING,351738
ALL,24,SOCIAL,130969
ALL,24,UNIVERSITY,81714
ALL,24,WORK,1970986
ALL,24,WORK SUB-TOUR,106640
ALL,25,EATOUT,97086
ALL,25,ESCORT,227415
ALL,25,HOME,4054710
ALL,25,OTHER DISCRETIONARY,185611
ALL,25,OTHER MAINTENANCE,351791
ALL,25,SCHOOL,864807
ALL,25,SHOPPING,356231
ALL,25,SOCIAL,135119
ALL,25,UNIVERSITY,78897
ALL,25,WORK,1934631
ALL,25,WORK SUB-TOUR,78945
ALL,26,EATOUT,101240
ALL,26,ESCORT,229283
ALL,26,HOME,4304668
ALL,26,OTHER DISCRETIONARY,195842
ALL,26,OTHER MAINTENANCE,343024
ALL,26,SCHOOL,732387
ALL,26,SHOPPING,349747
ALL,26,SOCIAL,140087
ALL,26,UNIVERSITY,74917
ALL,26,WORK,1872957
ALL,26,WORK SUB-TOUR,57819
ALL,27,EATOUT,105938
ALL,27,ESCORT,217500
ALL,27,HOME,4606113
ALL,27,OTHER DISCRETIONARY,208370
ALL,27,OTHER MAINTENANCE,327809
ALL,27,SCHOOL,553602
ALL,27,SHOPPING,338269
ALL,27,SOCIAL,142636
ALL,27,UNIVERSITY,66659
ALL,27,WORK,1783257
ALL,27,WORK SUB-TOUR,40815
ALL,28,EATOUT,109916
ALL,28,ESCORT,201329
ALL,28,HOME,4954576
ALL,28,OTHER DISCRETIONARY,218423
ALL,28,OTHER MAINTENANCE,304202
ALL,28,SCHOOL,378820
ALL,28,SHOPPING,314287
ALL,28,SOCIAL,139156
ALL,28,UNIVERSITY,60127
ALL,28,WORK,1647839
ALL,28,WORK SUB-TOUR,28727
ALL,29,EATOUT,117634
ALL,29,ESCORT,181164
ALL,29,HOME,5277097
ALL,29,OTHER DISCRETIONARY,278008
ALL,29,OTHER MAINTENANCE,280873
ALL,29,SCHOOL,260877
ALL,29,SHOPPING,299316
ALL,29,SOCIAL,145177
ALL,29,UNIVERSITY,56041
ALL,29,WORK,1470613
ALL,29,WORK SUB-TOUR,19988
ALL,30,EATOUT,131744
ALL,30,ESCORT,167507
ALL,30,HOME,5521537
ALL,30,OTHER DISCRETIONARY,342425
ALL,30,OTHER MAINTENANCE,265547
ALL,30,SCHOOL,208104
ALL,30,SHOPPING,305141
ALL,30,SOCIAL,149143
ALL,30,UNIVERSITY,50429
ALL,30,WORK,1231056
ALL,30,WORK SUB-TOUR,13979
ALL,31,EATOUT,150567
ALL,31,ESCORT,151460
ALL,31,HOME,5784820
ALL,31,OTHER DISCRETIONARY,411140
ALL,31,OTHER MAINTENANCE,237093
ALL,31,SCHOOL,166629
ALL,31,SHOPPING,287382
ALL,31,SOCIAL,157198
ALL,31,UNIVERSITY,44924
ALL,31,WORK,958842
ALL,31,WORK SUB-TOUR,9980
ALL,32,EATOUT,166780
ALL,32,ESCORT,133889
ALL,32,HOME,6009358
ALL,32,OTHER DISCRETIONARY,465746
ALL,32,OTHER MAINTENANCE,227604
ALL,32,SCHOOL,125652
ALL,32,SHOPPING,259789
ALL,32,SOCIAL,162961
ALL,32,UNIVERSITY,39487
ALL,32,WORK,718867
ALL,32,WORK SUB-TOUR,7664
ALL,33,EATOUT,181545
ALL,33,ESCORT,128536
ALL,33,HOME,6139966
ALL,33,OTHER DISCRETIONARY,479890
ALL,33,OTHER MAINTENANCE,210502
ALL,33,SCHOOL,92562
ALL,33,SHOPPING,245465
ALL,33,SOCIAL,167354
ALL,33,UNIVERSITY,36856
ALL,33,WORK,529572
ALL,33,WORK SUB-TOUR,6386
ALL,34,EATOUT,178192
ALL,34,ESCORT,115625
ALL,34,HOME,6303403
ALL,34,OTHER DISCRETIONARY,445083
ALL,34,OTHER MAINTENANCE,178333
ALL,34,SCHOOL,67120
ALL,34,SHOPPING,215046
ALL,34,SOCIAL,158968
ALL,34,UNIVERSITY,33525
ALL,34,WORK,399508
ALL,34,WORK SUB-TOUR,5616
ALL,35,EATOUT,160254
ALL,35,ESCORT,99433
ALL,35,HOME,6504989
ALL,35,OTHER DISCRETIONARY,377028
ALL,35,OTHER MAINTENANCE,151234
ALL,35,SCHOOL,48168
ALL,35,SHOPPING,185001
ALL,35,SOCIAL,145923
ALL,35,UNIVERSITY,29598
ALL,35,WORK,306221
ALL,35,WORK SUB-TOUR,5381
ALL,36,EATOUT,124680
ALL,36,ESCORT,81453
ALL,36,HOME,6739215
ALL,36,OTHER DISCRETIONARY,287572
ALL,36,OTHER MAINTENANCE,121575
ALL,36,SCHOOL,34871
ALL,36,SHOPPING,151174
ALL,36,SOCIAL,127990
ALL,36,UNIVERSITY,23709
ALL,36,WORK,240270
ALL,36,WORK SUB-TOUR,4962
ALL,37,EATOUT,95817
ALL,37,ESCORT,63512
ALL,37,HOME,6970154
ALL,37,OTHER DISCRETIONARY,195313
ALL,37,OTHER MAINTENANCE,88099
ALL,37,SCHOOL,25727
ALL,37,SHOPPING,107558
ALL,37,SOCIAL,113495
ALL,37,UNIVERSITY,20273
ALL,37,WORK,189767
ALL,37,WORK SUB-TOUR,4461
ALL,38,EATOUT,73122
ALL,38,ESCORT,48791
ALL,38,HOME,7161596
ALL,38,OTHER DISCRETIONARY,131159
ALL,38,OTHER MAINTENANCE,67245
ALL,38,SCHOOL,19736
ALL,38,SHOPPING,69768
ALL,38,SOCIAL,97992
ALL,38,UNIVERSITY,17228
ALL,38,WORK,148216
ALL,38,WORK SUB-TOUR,3818
ALL,39,EATOUT,52227
ALL,39,ESCORT,37750
ALL,39,HOME,7306226
ALL,39,OTHER DISCRETIONARY,86007
ALL,39,OTHER MAINTENANCE,48753
ALL,39,SCHOOL,15887
ALL,39,SHOPPING,51333
ALL,39,SOCIAL,75349
ALL,39,UNIVERSITY,13548
ALL,39,WORK,115396
ALL,39,WORK SUB-TOUR,3180
ALL,40,EATOUT,34758
ALL,40,ESCORT,28971
ALL,40,HOME,7434012
ALL,40,OTHER DISCRETIONARY,49622
ALL,40,OTHER MAINTENANCE,36814
ALL,40,SCHOOL,13309
ALL,40,SHOPPING,33852
ALL,40,SOCIAL,52444
ALL,40,UNIVERSITY,9687
ALL,40,WORK,86756
ALL,40,WORK SUB-TOUR,2361
ALL,41,EATOUT,21415
ALL,41,ESCORT,22237
ALL,41,HOME,7521389
ALL,41,OTHER DISCRETIONARY,31835
ALL,41,OTHER MAINTENANCE,27520
ALL,41,SCHOOL,11445
ALL,41,SHOPPING,22817
ALL,41,SOCIAL,38598
ALL,41,UNIVERSITY,7398
ALL,41,WORK,62515
ALL,41,WORK SUB-TOUR,1708
ALL,42,EATOUT,16721
ALL,42,ESCORT,18353
ALL,42,HOME,7580865
ALL,42,OTHER DISCRETIONARY,18801
ALL,42,OTHER MAINTENANCE,22214
ALL,42,SCHOOL,10082
ALL,42,SHOPPING,16340
ALL,42,SOCIAL,26806
ALL,42,UNIVERSITY,4877
ALL,42,WORK,43483
ALL,42,WORK SUB-TOUR,1172
ALL,43,EATOUT,12266
ALL,43,ESCORT,15172
ALL,43,HOME,7627312
ALL,43,OTHER DISCRETIONARY,10827
ALL,43,OTHER MAINTENANCE,17094
ALL,43,SCHOOL,9028
ALL,43,SHOPPING,12591
ALL,43,SOCIAL,18606
ALL,43,UNIVERSITY,2516
ALL,43,WORK,27306
ALL,43,WORK SUB-TOUR,812
ALL,44,EATOUT,8710
ALL,44,ESCORT,13814
ALL,44,HOME,7654319
ALL,44,OTHER DISCRETIONARY,7335
ALL,44,OTHER MAINTENANCE,12875
ALL,44,SCHOOL,8143
ALL,44,SHOPPING,10901
ALL,44,SOCIAL,13028
ALL,44,UNIVERSITY,1349
ALL,44,WORK,18434
ALL,44,WORK SUB-TOUR,513
ALL,45,EATOUT,5660
ALL,45,ESCORT,12608
ALL,45,HOME,7676795
ALL,45,OTHER DISCRETIONARY,4159
ALL,45,OTHER MAINTENANCE,10304
ALL,45,SCHOOL,7047
ALL,45,SHOPPING,8077
ALL,45,SOCIAL,9231
ALL,45,UNIVERSITY,931
ALL,45,WORK,11370
ALL,45,WORK SUB-TOUR,361
ALL,46,EATOUT,4584
ALL,46,ESCORT,11144
ALL,46,HOME,7692150
ALL,46,OTHER DISCRETIONARY,2466
ALL,46,OTHER MAINTENANCE,7999
ALL,46,SCHOOL,5712
ALL,46,SHOPPING,6279
ALL,46,SOCIAL,5352
ALL,46,UNIVERSITY,580
ALL,46,WORK,7678
ALL,46,WORK SUB-TOUR,223
ALL,47,EATOUT,3598
ALL,47,ESCORT,8811
ALL,47,HOME,7704259
ALL,47,OTHER DISCRETIONARY,1252
ALL,47,OTHER MAINTENANCE,5681
ALL,47,SCHOOL,4097
ALL,47,SHOPPING,4073
ALL,47,SOCIAL,3802
ALL,47,UNIVERSITY,57
ALL,47,WORK,5714
ALL,47,WORK SUB-TOUR,111
ALL,48,EATOUT,2232
ALL,48,ESCORT,4862
ALL,48,HOME,7716636
ALL,48,OTHER DISCRETIONARY,872
ALL,48,OTHER MAINTENANCE,2927
ALL,48,SCHOOL,2220
ALL,48,SHOPPING,2146
ALL,48,SOCIAL,2272
ALL,48,UNIVERSITY,30
ALL,48,WORK,3036
ALL,48,WORK SUB-TOUR,92
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,8
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,108
CHILD TOO YOUNG FOR SCHOOL,1,HOME,494922
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,107
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,254
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,156
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,107
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,39
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,19
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,201
CHILD TOO YOUNG FOR SCHOOL,2,HOME,494264
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,201
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,502
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,235
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,236
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,107
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,36
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,234
CHILD TOO YOUNG FOR SCHOOL,3,HOME,493807
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,354
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,714
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,314
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,287
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,183
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,377
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,410
CHILD TOO YOUNG FOR SCHOOL,4,HOME,493471
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,671
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,1022
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,343
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,350
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,303
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,656
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,687
CHILD TOO YOUNG FOR SCHOOL,5,HOME,492815
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1781
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1499
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,369
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,401
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,447
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,810
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1128
CHILD TOO YOUNG FOR SCHOOL,6,HOME,491365
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2686
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2301
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,393
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,503
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,597
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,839
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2438
CHILD TOO YOUNG FOR SCHOOL,7,HOME,490635
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3457
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3364
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4914
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,877
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,914
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,812
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,6305
CHILD TOO YOUNG FOR SCHOOL,8,HOME,486078
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3902
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4828
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,25283
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1630
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1497
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1008
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,17182
CHILD TOO YOUNG FOR SCHOOL,9,HOME,465616
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4657
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,7271
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,79646
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3466
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2906
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1219
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,29148
CHILD TOO YOUNG FOR SCHOOL,10,HOME,403609
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5644
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,9183
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,143524
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5519
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4389
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1244
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,25867
CHILD TOO YOUNG FOR SCHOOL,11,HOME,329254
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,7006
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,9178
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,175105
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5469
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4937
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1090
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,17926
CHILD TOO YOUNG FOR SCHOOL,12,HOME,294797
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,8727
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,8791
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,184182
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4718
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4833
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,1015
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,12750
CHILD TOO YOUNG FOR SCHOOL,13,HOME,282965
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,11048
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,9504
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,188466
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,5135
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5432
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,1057
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,10866
CHILD TOO YOUNG FOR SCHOOL,14,HOME,274890
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,12901
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,10721
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,190551
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5789
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5987
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,1072
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,10445
CHILD TOO YOUNG FOR SCHOOL,15,HOME,269439
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,13987
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,12829
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,191722
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7357
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6589
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,1052
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,10241
CHILD TOO YOUNG FOR SCHOOL,16,HOME,263981
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,14285
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,13604
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,192233
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,8435
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,7149
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1481
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,10199
CHILD TOO YOUNG FOR SCHOOL,17,HOME,262064
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,14133
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,14036
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,192357
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,9188
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7574
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2249
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,10463
CHILD TOO YOUNG FOR SCHOOL,18,HOME,260934
