PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,22,ESCORT,149232
ALL,22,HOME,3715753
ALL,22,OTHER DISCRETIONARY,182050
ALL,22,OTHER MAINTENANCE,381259
ALL,22,SCHOOL,1090846
ALL,22,SHOPPING,342410
ALL,22,SOCIAL,120807
ALL,22,UNIVERSITY,84452
ALL,22,WORK,1964732
ALL,22,WORK SUB-TOUR,236593
ALL,23,EATOUT,103762
ALL,23,ESCORT,194187
ALL,23,HOME,3741240
ALL,23,OTHER DISCRETIONARY,179955
ALL,23,OTHER MAINTENANCE,382320
ALL,23,SCHOOL,1070678
ALL,23,SHOPPING,345634
ALL,23,SOCIAL,126298
ALL,23,UNIVERSITY,83557
ALL,23,WORK,1977637
ALL,23,WORK SUB-TOUR,160661
ALL,24,EATOUT,97066
ALL,24,ESCORT,245789
ALL,24,HOME,3838673
ALL,24,OTHER DISCRETIONARY,182316
ALL,24,OTHER MAINTENANCE,372765
ALL,24,SCHOOL,1036533
ALL,24,SHOPPING,353780
ALL,24,SOCIAL,132268
ALL,24,UNIVERSITY,81765
ALL,24,WORK,1960065
ALL,24,WORK SUB-TOUR,106998
ALL,25,EATOUT,96369
ALL,25,ESCORT,229277
ALL,25,HOME,4056581
ALL,25,OTHER DISCRETIONARY,186328
ALL,25,OTHER MAINTENANCE,354050
ALL,25,SCHOOL,868632
ALL,25,SHOPPING,358433
ALL,25,SOCIAL,136215
ALL,25,UNIVERSITY,78996
ALL,25,WORK,1924553
ALL,25,WORK SUB-TOUR,79135
ALL,26,EATOUT,100546
ALL,26,ESCORT,230245
ALL,26,HOME,4306798
ALL,26,OTHER DISCRETIONARY,197184
ALL,26,OTHER MAINTENANCE,344494
ALL,26,SCHOOL,736162
ALL,26,SHOPPING,351449
ALL,26,SOCIAL,141313
ALL,26,UNIVERSITY,74987
ALL,26,WORK,1863414
ALL,26,WORK SUB-TOUR,57508
ALL,27,EATOUT,105359
ALL,27,ESCORT,218440
ALL,27,HOME,4608258
ALL,27,OTHER DISCRETIONARY,210107
ALL,27,OTHER MAINTENANCE,329632
ALL,27,SCHOOL,556423
ALL,27,SHOPPING,338978
ALL,27,SOCIAL,143476
ALL,27,UNIVERSITY,66658
ALL,27,WORK,1774883
ALL,27,WORK SUB-TOUR,40860
ALL,28,EATOUT,109543
ALL,28,ESCORT,201494
ALL,28,HOME,4956119
ALL,28,OTHER DISCRETIONARY,219375
ALL,28,OTHER MAINTENANCE,304591
ALL,28,SCHOOL,380895
ALL,28,SHOPPING,315510
ALL,28,SOCIAL,140345
ALL,28,UNIVERSITY,60126
ALL,28,WORK,1640693
ALL,28,WORK SUB-TOUR,28515
ALL,29,EATOUT,117559
ALL,29,ESCORT,181280
ALL,29,HOME,5277989
ALL,29,OTHER DISCRETIONARY,278982
ALL,29,OTHER MAINTENANCE,281417
ALL,29,SCHOOL,262347
ALL,29,SHOPPING,300711
ALL,29,SOCIAL,146377
ALL,29,UNIVERSITY,56051
ALL,29,WORK,1463967
ALL,29,WORK SUB-TOUR,19859
ALL,30,EATOUT,131269
ALL,30,ESCORT,167347
ALL,30,HOME,5520856
ALL,30,OTHER DISCRETIONARY,343907
ALL,30,OTHER MAINTENANCE,265836
ALL,30,SCHOOL,208843
ALL,30,SHOPPING,306318
ALL,30,SOCIAL,150094
ALL,30,UNIVERSITY,50548
ALL,30,WORK,1226526
ALL,30,WORK SUB-TOUR,13791
ALL,31,EATOUT,150072
ALL,31,ESCORT,151252
ALL,31,HOME,5783018
ALL,31,OTHER DISCRETIONARY,413509
ALL,31,OTHER MAINTENANCE,237034
ALL,31,SCHOOL,167380
ALL,31,SHOPPING,287484
ALL,31,SOCIAL,157709
ALL,31,UNIVERSITY,45149
ALL,31,WORK,956573
ALL,31,WORK SUB-TOUR,9976
ALL,32,EATOUT,166227
ALL,32,ESCORT,133885
ALL,32,HOME,6005230
ALL,32,OTHER DISCRETIONARY,468209
ALL,32,OTHER MAINTENANCE,227557
ALL,32,SCHOOL,126253
ALL,32,SHOPPING,259491
ALL,32,SOCIAL,162805
ALL,32,UNIVERSITY,39748
ALL,32,WORK,718265
ALL,32,WORK SUB-TOUR,7615
ALL,33,EATOUT,180924
ALL,33,ESCORT,128649
ALL,33,HOME,6135468
ALL,33,OTHER DISCRETIONARY,482568
ALL,33,OTHER MAINTENANCE,208655
ALL,33,SCHOOL,93271
ALL,33,SHOPPING,245931
ALL,33,SOCIAL,167428
ALL,33,UNIVERSITY,37152
ALL,33,WORK,530008
ALL,33,WORK SUB-TOUR,6377
ALL,34,EATOUT,178713
ALL,34,ESCORT,116052
ALL,34,HOME,6299616
ALL,34,OTHER DISCRETIONARY,447604
ALL,34,OTHER MAINTENANCE,176983
ALL,34,SCHOOL,67653
ALL,34,SHOPPING,214982
ALL,34,SOCIAL,159095
ALL,34,UNIVERSITY,33797
ALL,34,WORK,399230
ALL,34,WORK SUB-TOUR,5633
ALL,35,EATOUT,160151
ALL,35,ESCORT,99443
ALL,35,HOME,6502018
ALL,35,OTHER DISCRETIONARY,378957
ALL,35,OTHER MAINTENANCE,150192
ALL,35,SCHOOL,48582
ALL,35,SHOPPING,185402
ALL,35,SOCIAL,146224
ALL,35,UNIVERSITY,29983
ALL,35,WORK,305333
ALL,35,WORK SUB-TOUR,5445
ALL,36,EATOUT,124599
ALL,36,ESCORT,81760
ALL,36,HOME,6737033
ALL,36,OTHER DISCRETIONARY,288446
ALL,36,OTHER MAINTENANCE,121035
ALL,36,SCHOOL,35212
ALL,36,SHOPPING,149765
ALL,36,SOCIAL,127782
ALL,36,UNIVERSITY,23908
ALL,36,WORK,240101
ALL,36,WORK SUB-TOUR,5079
ALL,37,EATOUT,95858
ALL,37,ESCORT,63874
ALL,37,HOME,6969060
ALL,37,OTHER DISCRETIONARY,195624
ALL,37,OTHER MAINTENANCE,87531
ALL,37,SCHOOL,26081
ALL,37,SHOPPING,106124
ALL,37,SOCIAL,113626
ALL,37,UNIVERSITY,20324
ALL,37,WORK,190010
ALL,37,WORK SUB-TOUR,4462
ALL,38,EATOUT,72947
ALL,38,ESCORT,49200
ALL,38,HOME,7160484
ALL,38,OTHER DISCRETIONARY,131616
ALL,38,OTHER MAINTENANCE,66532
ALL,38,SCHOOL,20060
ALL,38,SHOPPING,69376
ALL,38,SOCIAL,98427
ALL,38,UNIVERSITY,17308
ALL,38,WORK,148058
ALL,38,WORK SUB-TOUR,3797
ALL,39,EATOUT,51575
ALL,39,ESCORT,37622
ALL,39,HOME,7305318
ALL,39,OTHER DISCRETIONARY,86500
ALL,39,OTHER MAINTENANCE,48167
ALL,39,SCHOOL,16048
ALL,39,SHOPPING,51216
ALL,39,SOCIAL,75548
ALL,39,UNIVERSITY,13538
ALL,39,WORK,114898
ALL,39,WORK SUB-TOUR,3154
ALL,40,EATOUT,34519
ALL,40,ESCORT,28866
ALL,40,HOME,7432997
ALL,40,OTHER DISCRETIONARY,50150
ALL,40,OTHER MAINTENANCE,36808
ALL,40,SCHOOL,13429
ALL,40,SHOPPING,33617
ALL,40,SOCIAL,52362
ALL,40,UNIVERSITY,9610
ALL,40,WORK,86400
ALL,40,WORK SUB-TOUR,2392
ALL,41,EATOUT,21362
ALL,41,ESCORT,22516
ALL,41,HOME,7519641
ALL,41,OTHER DISCRETIONARY,32264
ALL,41,OTHER MAINTENANCE,27413
ALL,41,SCHOOL,11573
ALL,41,SHOPPING,22479
ALL,41,SOCIAL,38447
ALL,41,UNIVERSITY,7339
ALL,41,WORK,62569
ALL,41,WORK SUB-TOUR,1761
ALL,42,EATOUT,16467
ALL,42,ESCORT,18501
ALL,42,HOME,7579127
ALL,42,OTHER DISCRETIONARY,19257
ALL,42,OTHER MAINTENANCE,22213
ALL,42,SCHOOL,10228
ALL,42,SHOPPING,16273
ALL,42,SOCIAL,26598
ALL,42,UNIVERSITY,4801
ALL,42,WORK,43573
ALL,42,WORK SUB-TOUR,1167
ALL,43,EATOUT,11901
ALL,43,ESCORT,15270
ALL,43,HOME,7625749
ALL,43,OTHER DISCRETIONARY,11279
ALL,43,OTHER MAINTENANCE,16975
ALL,43,SCHOOL,9131
ALL,43,SHOPPING,12684
ALL,43,SOCIAL,18363
ALL,43,UNIVERSITY,2443
ALL,43,WORK,27345
ALL,43,WORK SUB-TOUR,802
ALL,44,EATOUT,8423
ALL,44,ESCORT,13936
ALL,44,HOME,7652799
ALL,44,OTHER DISCRETIONARY,7721
ALL,44,OTHER MAINTENANCE,12816
ALL,44,SCHOOL,8206
ALL,44,SHOPPING,10864
ALL,44,SOCIAL,12940
ALL,44,UNIVERSITY,1290
ALL,44,WORK,18629
ALL,44,WORK SUB-TOUR,531
ALL,45,EATOUT,5502
ALL,45,ESCORT,12719
ALL,45,HOME,7675212
ALL,45,OTHER DISCRETIONARY,4266
ALL,45,OTHER MAINTENANCE,10297
ALL,45,SCHOOL,7135
ALL,45,SHOPPING,7896
ALL,45,SOCIAL,9196
ALL,45,UNIVERSITY,894
ALL,45,WORK,11590
ALL,45,WORK SUB-TOUR,387
ALL,46,EATOUT,4531
ALL,46,ESCORT,11130
ALL,46,HOME,7690201
ALL,46,OTHER DISCRETIONARY,2637
ALL,46,OTHER MAINTENANCE,7959
ALL,46,SCHOOL,5833
ALL,46,SHOPPING,6351
ALL,46,SOCIAL,5362
ALL,46,UNIVERSITY,545
ALL,46,WORK,7994
ALL,46,WORK SUB-TOUR,263
ALL,47,EATOUT,3564
ALL,47,ESCORT,8781
ALL,47,HOME,7702367
ALL,47,OTHER DISCRETIONARY,1372
ALL,47,OTHER MAINTENANCE,5510
ALL,47,SCHOOL,4141
ALL,47,SHOPPING,4131
ALL,47,SOCIAL,3718
ALL,47,UNIVERSITY,50
ALL,47,WORK,5979
ALL,47,WORK SUB-TOUR,117
ALL,48,EATOUT,2268
ALL,48,ESCORT,4916
ALL,48,HOME,7714519
ALL,48,OTHER DISCRETIONARY,898
ALL,48,OTHER MAINTENANCE,2948
ALL,48,SCHOOL,2284
ALL,48,SHOPPING,2150
ALL,48,SOCIAL,2313
ALL,48,UNIVERSITY,29
ALL,48,WORK,3242
ALL,48,WORK SUB-TOUR,111
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,14
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,109
CHILD TOO YOUNG FOR SCHOOL,1,HOME,494546
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,105
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,287
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,166
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,102
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,43
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,23
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,186
CHILD TOO YOUNG FOR SCHOOL,2,HOME,493833
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,209
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,518
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,251
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,222
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,111
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,39
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,248
CHILD TOO YOUNG FOR SCHOOL,3,HOME,493401
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,366
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,725
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,316
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,275
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,201
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,374
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,410
CHILD TOO YOUNG FOR SCHOOL,4,HOME,493058
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,686
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,1007
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,347
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,335
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,348
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,660
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,721
CHILD TOO YOUNG FOR SCHOOL,5,HOME,492346
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1843
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1556
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,383
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,387
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,510
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,842
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1112
CHILD TOO YOUNG FOR SCHOOL,6,HOME,490827
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2770
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2314
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,404
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,492
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,657
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,891
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2388
CHILD TOO YOUNG FOR SCHOOL,7,HOME,490194
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3527
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3455
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4945
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,842
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,1035
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,838
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,6185
CHILD TOO YOUNG FOR SCHOOL,8,HOME,485547
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3908
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4874
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,25545
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1605
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1602
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1062
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,17278
CHILD TOO YOUNG FOR SCHOOL,9,HOME,464932
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4614
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,7353
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,80199
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3605
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,3057
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1246
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,29562
CHILD TOO YOUNG FOR SCHOOL,10,HOME,402411
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5684
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,9250
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,144592
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5664
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4541
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1302
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,26360
CHILD TOO YOUNG FOR SCHOOL,11,HOME,327229
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,7179
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,9399
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,176363
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5652
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,5052
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1105
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,18143
CHILD TOO YOUNG FOR SCHOOL,12,HOME,292507
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,8791
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,8896
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,185548
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4891
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4948
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,1025
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,12880
CHILD TOO YOUNG FOR SCHOOL,13,HOME,280999
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,11161
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,9584
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,189841
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,5261
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5536
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,1012
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,11019
CHILD TOO YOUNG FOR SCHOOL,14,HOME,272746
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,13094
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,10746
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,192023
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5938
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,6104
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,1053
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,10577
CHILD TOO YOUNG FOR SCHOOL,15,HOME,267304
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,14226
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,12959
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,193175
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7632
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6737
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,1050
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,10185
CHILD TOO YOUNG FOR SCHOOL,16,HOME,261619
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,14440
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,13824
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,193771
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,8718
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,7293
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1491
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,10280
CHILD TOO YOUNG FOR SCHOOL,17,HOME,259662
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,14267
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,14188
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,193886
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,9415
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7713
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2264
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,10563
CHILD TOO YOUNG FOR SCHOOL,18,HOME,258629
