person_type,per,orig_purpose,quantity
ALL,11,HOME,4000633
ALL,11,OTHER DISCRETIONARY,84457
ALL,11,OTHER MAINTENANCE,170106
ALL,11,SCHOOL,929702
ALL,11,SHOPPING,88398
ALL,11,SOCIAL,33930
ALL,11,UNIVERSITY,49613
ALL,11,WORK,1276714
ALL,11,WORK SUB-TOUR,5412
ALL,12,EATOUT,41376
ALL,12,ESCORT,199550
ALL,12,HOME,3573453
ALL,12,OTHER DISCRETIONARY,97056
ALL,12,OTHER MAINTENANCE,187498
ALL,12,SCHOOL,1004556
ALL,12,SHOPPING,98697
ALL,12,SOCIAL,37170
ALL,12,UNIVERSITY,58936
ALL,12,WORK,1415255
ALL,12,WORK SUB-TOUR,8275
ALL,13,EATOUT,46025
ALL,13,ESCORT,138797
ALL,13,HOME,3302640
ALL,13,OTHER DISCRETIONARY,114884
ALL,13,OTHER MAINTENANCE,201014
ALL,13,SCHOOL,1024424
ALL,13,SHOPPING,117079
ALL,13,SOCIAL,45444
ALL,13,UNIVERSITY,68661
ALL,13,WORK,1512536
ALL,13,WORK SUB-TOUR,12470
ALL,14,EATOUT,49433
ALL,14,ESCORT,108311
ALL,14,HOME,3131850
ALL,14,OTHER DISCRETIONARY,129074
ALL,14,OTHER MAINTENANCE,214897
ALL,14,SCHOOL,1033881
ALL,14,SHOPPING,138032
ALL,14,SOCIAL,51306
ALL,14,UNIVERSITY,75073
ALL,14,WORK,1568817
ALL,14,WORK SUB-TOUR,17270
ALL,15,EATOUT,53512
ALL,15,ESCORT,96561
ALL,15,HOME,3020393
ALL,15,OTHER DISCRETIONARY,140191
ALL,15,OTHER MAINTENANCE,246644
ALL,15,SCHOOL,1038512
ALL,15,SHOPPING,175270
ALL,15,SOCIAL,60886
ALL,15,UNIVERSITY,80618
ALL,15,WORK,1607681
ALL,15,WORK SUB-TOUR,23967
ALL,16,EATOUT,58255
ALL,16,ESCORT,92073
ALL,16,HOME,2903824
ALL,16,OTHER DISCRETIONARY,145222
ALL,16,OTHER MAINTENANCE,254172
ALL,16,SCHOOL,1040150
ALL,16,SHOPPING,202098
ALL,16,SOCIAL,67576
ALL,16,UNIVERSITY,84651
ALL,16,WORK,1636862
ALL,16,WORK SUB-TOUR,32614
ALL,17,EATOUT,63336
ALL,17,ESCORT,91749
ALL,17,HOME,2839634
ALL,17,OTHER DISCRETIONARY,146764
ALL,17,OTHER MAINTENANCE,262659
ALL,17,SCHOOL,1040233
ALL,17,SHOPPING,227512
ALL,17,SOCIAL,73904
ALL,17,UNIVERSITY,89239
ALL,17,WORK,1655513
ALL,17,WORK SUB-TOUR,51626
ALL,18,EATOUT,73782
ALL,18,ESCORT,93331
ALL,18,HOME,2787818
ALL,18,OTHER DISCRETIONARY,144315
ALL,18,OTHER MAINTENANCE,262766
ALL,18,SCHOOL,1037630
ALL,18,SHOPPING,238272
ALL,18,SOCIAL,81203
ALL,18,UNIVERSITY,91828
ALL,18,WORK,1660833
ALL,18,WORK SUB-TOUR,93295
ALL,19,EATOUT,79843
ALL,19,ESCORT,94961
ALL,19,HOME,2780300
ALL,19,OTHER DISCRETIONARY,139887
ALL,19,OTHER MAINTENANCE,255054
ALL,19,SCHOOL,1032515
ALL,19,SHOPPING,238480
ALL,19,SOCIAL,85315
ALL,19,UNIVERSITY,92982
ALL,19,WORK,1642740
ALL,19,WORK SUB-TOUR,136940
ALL,20,EATOUT,85082
ALL,20,ESCORT,97706
ALL,20,HOME,2790035
ALL,20,OTHER DISCRETIONARY,134735
ALL,20,OTHER MAINTENANCE,245518
ALL,20,SCHOOL,1025227
ALL,20,SHOPPING,232882
ALL,20,SOCIAL,88324
ALL,20,UNIVERSITY,93481
ALL,20,WORK,1634229
ALL,20,WORK SUB-TOUR,147087
ALL,21,EATOUT,82033
ALL,21,ESCORT,102644
ALL,21,HOME,2812568
ALL,21,OTHER DISCRETIONARY,130910
ALL,21,OTHER MAINTENANCE,242054
ALL,21,SCHOOL,1015437
ALL,21,SHOPPING,226642
ALL,21,SOCIAL,91817
ALL,21,UNIVERSITY,92907
ALL,21,WORK,1657087
ALL,21,WORK SUB-TOUR,118780
ALL,22,EATOUT,74020
ALL,22,ESCORT,113443
ALL,22,HOME,2832310
ALL,22,OTHER DISCRETIONARY,128882
ALL,22,OTHER MAINTENANCE,239128
ALL,22,SCHOOL,1001632
ALL,22,SHOPPING,221565
ALL,22,SOCIAL,95010
ALL,22,UNIVERSITY,91415
ALL,22,WORK,1675456
ALL,22,WORK SUB-TOUR,75318
ALL,23,EATOUT,70058
ALL,23,ESCORT,149120
ALL,23,HOME,2846503
ALL,23,OTHER DISCRETIONARY,129278
ALL,23,OTHER MAINTENANCE,244227
ALL,23,SCHOOL,982030
ALL,23,SHOPPING,231379
ALL,23,SOCIAL,98338
ALL,23,UNIVERSITY,88845
ALL,23,WORK,1672724
ALL,23,WORK SUB-TOUR,53565
ALL,24,EATOUT,69476
ALL,24,ESCORT,192724
ALL,24,HOME,2933997
ALL,24,OTHER DISCRETIONARY,130996
ALL,24,OTHER MAINTENANCE,255354
ALL,24,SCHOOL,950405
ALL,24,SHOPPING,240353
ALL,24,SOCIAL,103586
ALL,24,UNIVERSITY,87935
ALL,24,WORK,1653249
ALL,24,WORK SUB-TOUR,38497
ALL,25,EATOUT,70796
ALL,25,ESCORT,185889
ALL,25,HOME,3126651
ALL,25,OTHER DISCRETIONARY,132358
ALL,25,OTHER MAINTENANCE,257360
ALL,25,SCHOOL,782993
ALL,25,SHOPPING,249395
ALL,25,SOCIAL,106474
ALL,25,UNIVERSITY,85160
ALL,25,WORK,1616318
ALL,25,WORK SUB-TOUR,28577
ALL,26,EATOUT,73525
ALL,26,ESCORT,187388
ALL,26,HOME,3337476
ALL,26,OTHER DISCRETIONARY,138952
ALL,26,OTHER MAINTENANCE,267500
ALL,26,SCHOOL,654888
ALL,26,SHOPPING,255462
ALL,26,SOCIAL,113156
ALL,26,UNIVERSITY,80455
ALL,26,WORK,1564372
ALL,26,WORK SUB-TOUR,21082
ALL,27,EATOUT,75849
ALL,27,ESCORT,177943
ALL,27,HOME,3598499
ALL,27,OTHER DISCRETIONARY,147595
ALL,27,OTHER MAINTENANCE,266132
ALL,27,SCHOOL,482515
ALL,27,SHOPPING,256953
ALL,27,SOCIAL,117698
ALL,27,UNIVERSITY,72009
ALL,27,WORK,1489920
ALL,27,WORK SUB-TOUR,14870
ALL,28,EATOUT,72472
ALL,28,ESCORT,163168
ALL,28,HOME,3892419
ALL,28,OTHER DISCRETIONARY,162734
ALL,28,OTHER MAINTENANCE,258156
ALL,28,SCHOOL,313674
ALL,28,SHOPPING,241393
ALL,28,SOCIAL,112990
ALL,28,UNIVERSITY,64074
ALL,28,WORK,1378024
ALL,28,WORK SUB-TOUR,10490
ALL,29,EATOUT,85023
ALL,29,ESCORT,155295
ALL,29,HOME,4137549
ALL,29,OTHER DISCRETIONARY,201779
ALL,29,OTHER MAINTENANCE,254470
ALL,29,SCHOOL,212011
ALL,29,SHOPPING,234485
ALL,29,SOCIAL,117082
ALL,29,UNIVERSITY,59583
ALL,29,WORK,1226765
ALL,29,WORK SUB-TOUR,7376
ALL,30,EATOUT,98716
ALL,30,ESCORT,149608
ALL,30,HOME,4325248
ALL,30,OTHER DISCRETIONARY,244752
ALL,30,OTHER MAINTENANCE,244651
ALL,30,SCHOOL,167294
ALL,30,SHOPPING,254433
ALL,30,SOCIAL,119136
ALL,30,UNIVERSITY,53517
ALL,30,WORK,1036701
ALL,30,WORK SUB-TOUR,5245
ALL,31,EATOUT,115742
ALL,31,ESCORT,137326
ALL,31,HOME,4534108
ALL,31,OTHER DISCRETIONARY,305925
ALL,31,OTHER MAINTENANCE,222282
ALL,31,SCHOOL,133647
ALL,31,SHOPPING,255544
ALL,31,SOCIAL,123160
ALL,31,UNIVERSITY,50321
ALL,31,WORK,812073
ALL,31,WORK SUB-TOUR,3767
ALL,32,EATOUT,135832
ALL,32,ESCORT,125445
ALL,32,HOME,4705142
ALL,32,OTHER DISCRETIONARY,388194
ALL,32,OTHER MAINTENANCE,223459
ALL,32,SCHOOL,100403
ALL,32,SHOPPING,250636
ALL,32,SOCIAL,127306
ALL,32,UNIVERSITY,45956
ALL,32,WORK,614333
ALL,32,WORK SUB-TOUR,2880
ALL,33,EATOUT,143401
ALL,33,ESCORT,115753
ALL,33,HOME,4759334
ALL,33,OTHER DISCRETIONARY,420665
ALL,33,OTHER MAINTENANCE,212452
ALL,33,SCHOOL,73486
ALL,33,SHOPPING,244698
ALL,33,SOCIAL,131750
ALL,33,UNIVERSITY,43728
ALL,33,WORK,458001
ALL,33,WORK SUB-TOUR,2324
ALL,34,EATOUT,142471
ALL,34,ESCORT,99360
ALL,34,HOME,4878115
ALL,34,OTHER DISCRETIONARY,403795
ALL,34,OTHER MAINTENANCE,173268
ALL,34,SCHOOL,55125
ALL,34,SHOPPING,211272
ALL,34,SOCIAL,127340
ALL,34,UNIVERSITY,40111
ALL,34,WORK,346292
ALL,34,WORK SUB-TOUR,2057
ALL,35,EATOUT,130032
ALL,35,ESCORT,83874
ALL,35,HOME,5045165
ALL,35,OTHER DISCRETIONARY,358175
ALL,35,OTHER MAINTENANCE,140634
ALL,35,SCHOOL,41384
ALL,35,SHOPPING,180077
ALL,35,SOCIAL,118969
ALL,35,UNIVERSITY,35553
ALL,35,WORK,265596
ALL,35,WORK SUB-TOUR,2008
ALL,36,EATOUT,107027
ALL,36,ESCORT,71251
ALL,36,HOME,5222452
ALL,36,OTHER DISCRETIONARY,294436
ALL,36,OTHER MAINTENANCE,114239
ALL,36,SCHOOL,31505
ALL,36,SHOPPING,147296
ALL,36,SOCIAL,108502
ALL,36,UNIVERSITY,28698
ALL,36,WORK,209521
ALL,36,WORK SUB-TOUR,1829
ALL,37,EATOUT,84404
ALL,37,ESCORT,55402
ALL,37,HOME,5429049
ALL,37,OTHER DISCRETIONARY,216261
ALL,37,OTHER MAINTENANCE,79006
ALL,37,SCHOOL,24830
ALL,37,SHOPPING,98171
ALL,37,SOCIAL,97199
ALL,37,UNIVERSITY,23591
ALL,37,WORK,166363
ALL,37,WORK SUB-TOUR,1660
ALL,38,EATOUT,65047
ALL,38,ESCORT,42313
ALL,38,HOME,5622346
ALL,38,OTHER DISCRETIONARY,143777
ALL,38,OTHER MAINTENANCE,56323
ALL,38,SCHOOL,19763
ALL,38,SHOPPING,59404
ALL,38,SOCIAL,84910
ALL,38,UNIVERSITY,19534
ALL,38,WORK,130147
ALL,38,WORK SUB-TOUR,1404
ALL,39,EATOUT,46264
ALL,39,ESCORT,31762
ALL,39,HOME,5764142
ALL,39,OTHER DISCRETIONARY,92465
ALL,39,OTHER MAINTENANCE,37293
ALL,39,SCHOOL,16416
ALL,39,SHOPPING,43099
ALL,39,SOCIAL,63076
ALL,39,UNIVERSITY,15367
ALL,39,WORK,101832
ALL,39,WORK SUB-TOUR,1141
ALL,40,EATOUT,29357
ALL,40,ESCORT,23668
ALL,40,HOME,5885672
ALL,40,OTHER DISCRETIONARY,52004
ALL,40,OTHER MAINTENANCE,26776
ALL,40,SCHOOL,14091
ALL,40,SHOPPING,27519
ALL,40,SOCIAL,44349
ALL,40,UNIVERSITY,10826
ALL,40,WORK,77295
ALL,40,WORK SUB-TOUR,876
ALL,41,EATOUT,17197
ALL,41,ESCORT,17933
ALL,41,HOME,5967057
ALL,41,OTHER DISCRETIONARY,32704
ALL,41,OTHER MAINTENANCE,18831
ALL,41,SCHOOL,12403
ALL,41,SHOPPING,17725
ALL,41,SOCIAL,31931
ALL,41,UNIVERSITY,8153
ALL,41,WORK,56320
ALL,41,WORK SUB-TOUR,636
ALL,42,EATOUT,13202
ALL,42,ESCORT,14339
ALL,42,HOME,6022868
ALL,42,OTHER DISCRETIONARY,18407
ALL,42,OTHER MAINTENANCE,14791
ALL,42,SCHOOL,11208
ALL,42,SHOPPING,12481
ALL,42,SOCIAL,20462
ALL,42,UNIVERSITY,5156
ALL,42,WORK,39490
ALL,42,WORK SUB-TOUR,443
ALL,43,EATOUT,9725
ALL,43,ESCORT,11908
ALL,43,HOME,6062800
ALL,43,OTHER DISCRETIONARY,10483
ALL,43,OTHER MAINTENANCE,10812
ALL,43,SCHOOL,10113
ALL,43,SHOPPING,9769
ALL,43,SOCIAL,14568
ALL,43,UNIVERSITY,2638
ALL,43,WORK,25151
ALL,43,WORK SUB-TOUR,323
ALL,44,EATOUT,6912
ALL,44,ESCORT,10760
ALL,44,HOME,6085437
ALL,44,OTHER DISCRETIONARY,6881
ALL,44,OTHER MAINTENANCE,8497
ALL,44,SCHOOL,9194
ALL,44,SHOPPING,8390
ALL,44,SOCIAL,10551
ALL,44,UNIVERSITY,1357
ALL,44,WORK,17233
ALL,44,WORK SUB-TOUR,214
ALL,45,EATOUT,4366
ALL,45,ESCORT,9650
ALL,45,HOME,6104885
ALL,45,OTHER DISCRETIONARY,3521
ALL,45,OTHER MAINTENANCE,6808
ALL,45,SCHOOL,8041
ALL,45,SHOPPING,6298
ALL,45,SOCIAL,7495
ALL,45,UNIVERSITY,965
ALL,45,WORK,10930
ALL,45,WORK SUB-TOUR,140
ALL,46,EATOUT,3688
ALL,46,ESCORT,8533
ALL,46,HOME,6117594
ALL,46,OTHER DISCRETIONARY,2239
ALL,46,OTHER MAINTENANCE,5284
ALL,46,SCHOOL,6559
ALL,46,SHOPPING,4994
ALL,46,SOCIAL,4375
ALL,46,UNIVERSITY,605
ALL,46,WORK,7466
ALL,46,WORK SUB-TOUR,96
ALL,47,EATOUT,2901
ALL,47,ESCORT,6762
ALL,47,HOME,6127666
ALL,47,OTHER DISCRETIONARY,1124
ALL,47,OTHER MAINTENANCE,3730
ALL,47,SCHOOL,4762
ALL,47,SHOPPING,3282
ALL,47,SOCIAL,3224
ALL,47,UNIVERSITY,75
ALL,47,WORK,5496
ALL,47,WORK SUB-TOUR,41
ALL,48,EATOUT,1858
ALL,48,ESCORT,3700
ALL,48,HOME,6138040
ALL,48,OTHER DISCRETIONARY,735
ALL,48,OTHER MAINTENANCE,1936
ALL,48,SCHOOL,2603
ALL,48,SHOPPING,1803
ALL,48,SOCIAL,1973
ALL,48,UNIVERSITY,55
ALL,48,WORK,3018
ALL,48,WORK SUB-TOUR,44
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,2
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,88
CHILD TOO YOUNG FOR SCHOOL,1,HOME,464061
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,109
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,190
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,102
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,90
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,33
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,12
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,137
CHILD TOO YOUNG FOR SCHOOL,2,HOME,463568
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,198
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,385
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,154
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,192
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,83
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,30
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,180
CHILD TOO YOUNG FOR SCHOOL,3,HOME,463249
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,339
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,524
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,194
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,240
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,150
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,265
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,302
CHILD TOO YOUNG FOR SCHOOL,4,HOME,462939
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,592
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,757
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,227
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,268
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,259
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,467
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,571
CHILD TOO YOUNG FOR SCHOOL,5,HOME,462511
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,2029
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1252
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,245
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,363
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,410
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,623
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1002
CHILD TOO YOUNG FOR SCHOOL,6,HOME,460883
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,3127
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,1835
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,259
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,515
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,577
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,636
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2069
CHILD TOO YOUNG FOR SCHOOL,7,HOME,460138
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3844
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,2713
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4446
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,849
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,820
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,800
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5575
CHILD TOO YOUNG FOR SCHOOL,8,HOME,456616
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,4282
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,3997
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,26167
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1547
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1415
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1122
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,15384
CHILD TOO YOUNG FOR SCHOOL,9,HOME,434552
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4472
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,6198
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,77032
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3448
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2815
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1407
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,27085
CHILD TOO YOUNG FOR SCHOOL,10,HOME,376535
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,4489
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,7722
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,140256
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5562
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4471
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1380
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,23751
CHILD TOO YOUNG FOR SCHOOL,11,HOME,302813
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,4584
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,7367
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,171180
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5403
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,5030
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1183
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,15266
CHILD TOO YOUNG FOR SCHOOL,12,HOME,272245
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,5043
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,6280
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,183965
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,5052
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4959
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,1171
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,10121
CHILD TOO YOUNG FOR SCHOOL,13,HOME,258865
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,5797
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,5721
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,187109
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,5276
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5569
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,1257
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,8076
CHILD TOO YOUNG FOR SCHOOL,14,HOME,254712
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,6349
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,5986
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,188740
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,6188
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,6008
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,1433
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,7501
CHILD TOO YOUNG FOR SCHOOL,15,HOME,251545
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,6862
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,7084
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,189477
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,8229
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6954
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,1629
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,7378
CHILD TOO YOUNG FOR SCHOOL,16,HOME,247043
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,7083
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,7515
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,189791
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,9829
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,7611
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1811
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,7450
CHILD TOO YOUNG FOR SCHOOL,17,HOME,244965
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,7186
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,7921
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,189852
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,11220
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,8283
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2181
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,7584
CHILD TOO YOUNG FOR SCHOOL,18,HOME,243182
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,7205
